GEOID20,total_reg,party_dem,party_npp,party_rep,party_lib,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
37051001800,1325,510,453,350,9,0,0,0,691,107,416,30,25,56
37051001901,1094,442,369,274,6,1,0,0,479,112,426,17,33,27
37051001902,2462,1122,799,508,22,2,0,0,936,279,1099,32,34,82
37051001903,2207,926,747,523,9,1,0,0,1035,209,838,13,53,59
37051002001,1399,610,461,313,11,0,0,0,544,144,615,22,14,60
37051002002,2460,1132,790,517,16,0,0,0,900,239,1192,29,34,66
37051002100,2277,819,765,679,11,0,0,0,1224,155,671,91,54,82
37051002200,1267,563,469,214,18,2,0,0,412,140,613,28,24,50
37051002301,2045,1231,506,287,18,1,0,0,473,140,1359,17,21,35
37051002302,519,257,180,78,1,1,0,0,188,24,285,3,4,15
37051002401,789,510,223,49,5,0,0,0,103,36,633,1,9,7
37051002402,1641,1037,442,147,13,0,0,0,259,125,1214,12,12,19
37051002501,4989,2785,1333,826,40,1,0,0,1303,320,3164,56,51,95
37051002503,3130,1393,1028,674,25,5,0,0,1303,263,1378,33,39,114
37051002504,4521,1899,1389,1187,35,6,0,0,1887,364,1935,111,61,163
37051002505,1952,892,598,436,20,2,0,0,772,145,925,23,27,60
37051002506,1630,732,514,368,12,1,0,0,620,127,734,50,30,69
37051002600,3050,1068,848,1119,11,1,0,0,1924,116,813,14,51,132
37051002701,1957,533,504,910,8,0,0,0,1443,64,330,9,39,72
37051002702,3841,1348,1081,1393,18,1,0,0,2202,197,1158,30,99,155
37051002801,2948,894,858,1166,24,3,0,0,1874,135,708,24,53,154
37051002802,1694,344,484,856,9,1,0,0,1374,43,162,6,40,69
37051002900,2743,963,732,1032,15,0,0,0,1828,100,671,3,58,83
37051003002,1877,613,591,656,15,1,0,0,1166,84,511,13,45,58
37051003003,4134,1386,1345,1363,32,3,0,0,2194,369,1250,41,131,149
37051003004,4910,1458,1547,1869,33,1,0,0,3040,293,1206,37,141,193
37051003102,3173,960,1142,1049,19,1,0,0,1773,283,810,57,107,143
37051003103,3789,1462,1295,995,31,2,0,0,1804,349,1368,39,83,146
37051003105,2520,932,881,682,20,2,0,0,1199,246,901,23,45,106
37051003106,1360,456,462,434,7,0,0,0,797,84,382,7,58,32
37051003203,3145,1519,1013,587,22,0,0,0,1013,341,1621,39,55,76
37051003205,3065,1602,938,504,16,1,0,0,839,260,1796,54,44,72
37051003206,3538,1415,1184,916,20,1,0,0,1443,329,1520,57,82,107
37051003207,4406,1302,1587,1469,40,2,0,0,2345,454,1070,201,130,206
37051003208,1896,1030,607,244,10,2,0,0,504,169,1149,12,26,36
37051003209,2745,1234,938,550,18,2,0,0,1016,249,1308,47,51,74
37051003302,2910,1924,722,230,23,6,0,0,428,188,2168,42,26,58
37051003304,4053,2204,1190,618,33,4,0,0,1035,346,2409,103,56,104
37051003307,2453,1482,654,294,17,1,0,0,438,230,1667,50,21,47
37051003310,2509,1324,804,356,17,2,0,0,632,293,1455,45,34,50
37051003311,1098,613,328,143,12,1,0,0,257,111,680,14,13,23
37051003312,3867,1988,1199,646,28,5,0,0,1009,419,2212,60,66,101
37051003313,3932,2236,1244,417,29,1,0,0,640,415,2663,43,57,114
37051003314,4114,2269,1274,534,29,4,0,0,859,470,2592,47,55,91
37051003315,2161,1099,689,346,22,2,0,0,518,244,1271,53,26,49
37051003316,1174,531,427,203,9,2,0,0,374,156,544,41,22,37
37051003317,2110,906,697,480,23,3,0,0,813,195,932,71,30,69
37051003318,1226,570,442,203,10,0,0,0,358,151,593,47,23,54
37051003401,301,78,135,80,6,1,0,0,131,67,69,7,6,21
37051003403,474,127,220,115,11,0,0,0,208,131,86,7,12,30
37051003404,55,5,25,23,2,0,0,0,31,8,6,0,0,10
37051003408,715,205,289,204,14,2,0,0,312,142,168,10,9,74
37051003409,624,110,295,199,16,2,0,0,333,112,114,19,10,36
37051003410,574,139,236,174,21,1,0,0,251,138,108,15,11,51
37051003501,1547,846,480,201,19,0,0,0,357,181,922,32,17,38
37051003502,762,436,221,103,2,0,0,0,150,87,487,4,8,26
37051003601,1196,610,397,182,4,1,0,0,356,121,653,7,19,40
37051003602,1157,571,372,201,9,2,0,0,354,122,617,27,10,27
37051003700,4747,1498,1474,1729,42,0,0,0,2884,287,1259,55,69,193
37051003800,1364,909,324,124,4,1,0,0,207,51,1048,8,25,25
37051980100,11,5,2,3,1,0,0,0,2,6,2,0,1,0
37051980200,1,0,0,1,0,0,0,0,1,0,0,0,0,0
37175960100,2860,649,1226,964,20,0,0,0,2446,68,151,16,21,158
37175960201,1209,371,520,312,6,0,0,0,965,23,157,2,9,53
37175960202,1816,670,757,376,11,1,0,0,1386,50,233,8,12,127
37175960301,2346,669,1040,619,15,2,0,0,2016,61,76,20,21,152
37175960302,3141,845,1395,881,18,2,0,0,2785,71,65,24,13,183
37175960401,3213,672,1377,1140,21,3,0,0,2878,63,17,17,34,204
37175960403,2241,617,974,641,8,1,0,0,1947,51,9,25,22,187
37175960404,1382,305,614,457,4,1,0,0,1248,20,9,3,19,83
37175960501,1990,325,859,791,10,1,0,0,1835,31,8,9,15,92
37175960502,1565,218,675,663,8,0,0,0,1465,21,10,0,7,62
37175960601,701,113,265,317,6,0,0,0,632,13,3,2,7,44
37175960602,987,157,366,458,4,0,0,0,911,16,2,5,6,47
37127010200,3083,2245,585,247,5,0,0,0,405,39,2601,3,19,16
37127010301,2353,1453,572,316,10,0,0,0,638,49,1600,5,25,36
37127010302,2156,1009,458,684,4,0,0,0,1107,43,935,9,37,25
37127010400,1919,1258,449,203,7,1,0,0,377,40,1430,5,29,38
37127010503,1912,914,424,570,3,0,0,0,942,52,782,34,46,56
37127010504,3847,1708,880,1243,14,0,0,0,2143,96,1415,32,60,101
37127010505,2329,1388,520,409,9,1,0,0,777,60,1339,37,59,57
37127010506,2454,1233,535,668,14,0,0,0,1249,43,1032,29,40,61
37127010601,1635,877,393,358,7,0,0,0,653,64,825,8,45,40
37127010603,711,482,147,79,2,0,0,0,139,35,516,4,7,10
37127010604,2611,1542,636,419,11,0,0,0,834,64,1542,34,87,50
37127010700,2187,1209,418,554,5,0,0,0,879,48,1142,30,19,69
37127010801,988,524,190,270,3,1,0,0,407,11,528,0,9,33
37127010802,4547,1334,1127,2061,20,2,0,0,3302,88,934,24,61,138
37127010900,3695,1861,851,966,11,1,0,0,1808,82,1673,9,47,76
37127011000,3079,1518,744,803,12,1,0,0,1553,105,1312,13,26,70
37127011101,4348,1851,1066,1403,25,0,0,0,2440,110,1621,25,44,108
37127011103,3499,1684,783,1017,12,1,0,0,1795,59,1524,23,25,73
37127011104,1377,499,373,496,7,0,0,0,939,38,357,3,8,32
37127011201,2181,821,489,861,10,0,0,0,1404,41,632,24,11,69
37127011202,2567,551,663,1340,12,1,0,0,2113,59,294,8,16,77
37127011300,2792,799,779,1186,24,1,0,0,2011,279,408,7,21,66
37127011400,2806,949,873,971,12,0,0,0,1854,230,648,9,16,49
37127011501,1846,675,591,554,18,3,0,0,1038,163,577,8,9,51
37127011502,2446,681,799,950,13,0,0,0,1811,152,379,9,17,78
37193960101,2101,345,488,1252,13,2,0,0,1951,38,10,5,8,89
37193960102,2166,348,554,1252,9,3,0,0,1950,44,94,12,6,60
37193960200,2214,262,570,1373,7,1,0,0,2066,35,15,12,7,79
37193960300,3524,521,1018,1970,14,1,0,0,3234,77,53,13,10,137
37193960401,2126,260,557,1298,9,0,0,0,2023,33,9,7,8,46
37193960402,2375,327,594,1445,8,0,0,0,2168,66,30,10,9,92
37193960500,1945,491,582,858,14,0,0,0,1532,105,217,12,5,74
37193960600,1472,410,509,545,8,0,0,0,1169,103,129,10,12,49
37193960700,1912,375,546,983,7,0,0,0,1671,91,55,14,4,77
37193960801,2414,391,697,1316,6,1,0,0,2196,72,13,11,8,114
37193960802,2798,447,799,1539,11,1,0,0,2562,60,17,19,16,124
37193960901,1632,268,494,864,6,0,0,0,1479,31,6,6,6,104
37193960902,1575,338,389,840,7,0,0,0,1443,21,38,9,4,60
37193961001,2966,551,849,1554,9,0,0,0,2531,105,188,19,22,101
37193961002,3412,705,951,1735,19,0,0,0,2906,146,124,60,24,152
37193961100,2207,678,577,936,12,1,0,0,1577,130,399,16,13,72
37193961201,2567,347,627,1584,5,1,0,0,2349,42,31,12,13,120
37193961202,2076,326,535,1205,8,1,0,0,1809,46,89,23,2,107
37085070100,2632,1109,594,920,6,2,0,0,1458,116,898,27,40,93
37085070200,2008,914,429,651,12,1,0,0,911,52,948,9,27,61
37085070300,3199,1094,749,1335,18,0,0,0,2104,133,835,12,30,85
37085070401,2434,634,607,1170,17,3,0,0,1790,172,336,10,22,104
37085070402,3694,923,941,1795,30,1,0,0,2786,267,449,15,43,134
37085070500,3673,1132,869,1627,38,2,0,0,2653,164,694,16,41,105
37085070600,2946,1359,750,823,11,2,0,0,1299,130,1380,8,54,75
37085070700,2905,1322,748,811,21,1,0,0,1648,131,972,14,26,114
37085070801,1491,401,435,645,9,1,0,0,1116,90,185,19,17,64
37085070802,2181,635,668,861,15,2,0,0,1571,94,332,42,34,108
37085070901,1656,497,549,604,5,0,0,0,1092,183,273,13,12,83
37085070902,1643,427,558,640,15,1,0,0,1196,163,184,5,17,78
37085070903,1430,393,442,583,10,0,0,0,961,131,247,12,8,71
37085070904,2380,655,762,934,24,0,0,0,1647,222,345,19,31,116
37085071002,2408,433,724,1223,19,2,0,0,2016,106,142,7,25,112
37085071003,2891,745,923,1187,25,1,0,0,2122,163,378,27,35,166
37085071004,1318,327,409,564,17,1,0,0,1034,77,102,11,27,67
37085071101,1992,615,617,745,14,0,0,0,1537,151,220,12,12,60
37085071102,3110,1128,902,1054,23,1,0,0,2103,242,591,20,26,128
37085071201,1659,485,539,615,16,1,0,0,1056,137,357,10,24,75
37085071202,2229,824,790,598,14,0,0,0,1038,259,771,23,25,113
37085071203,1285,476,455,340,12,1,0,0,589,149,458,19,25,45
37085071204,3714,1044,1329,1303,31,3,0,0,2166,333,906,40,56,213
37085071301,2401,802,791,782,24,0,0,0,1575,175,516,14,19,102
37085071302,3361,957,1280,1086,28,2,0,0,1966,331,818,20,44,182
37085071303,5641,1573,2158,1829,64,8,0,0,3102,635,1400,93,89,322
37085071401,2438,741,897,779,14,3,0,0,1464,238,567,23,31,115
37085071402,3853,1138,1438,1210,60,2,0,0,2118,423,1038,30,54,190
37099940200,2715,896,983,816,17,2,0,0,1589,134,29,26,805,132
37099950200,1266,420,457,378,8,1,0,0,1143,24,6,8,26,59
37099950300,3313,1194,1172,916,22,6,0,0,2862,109,59,45,83,155
37099950400,3111,1161,1191,732,23,3,0,0,2685,108,42,42,47,187
37099950500,3635,1197,1243,1170,20,4,0,0,3222,90,33,21,85,184
37099950600,5939,1897,2693,1276,63,8,0,0,4680,332,345,59,73,450
37099950700,1998,677,721,583,16,0,0,0,1770,48,19,11,31,119
37099950800,1232,268,475,483,5,0,0,0,1080,39,0,10,17,86
37099950900,1985,437,743,794,11,0,0,0,1740,58,9,16,18,144
37005950100,2776,687,932,1140,13,1,0,0,2468,101,34,11,17,145
37005950200,2223,705,729,778,7,3,0,0,1939,136,31,7,15,95
37005950300,2085,593,630,852,9,1,0,0,1899,67,7,15,12,85
37123960101,982,217,292,466,5,0,0,0,832,49,50,1,1,49
37123960102,2107,900,562,630,11,0,0,0,1324,271,417,22,12,61
37123960201,1050,304,323,413,6,1,0,0,910,30,48,3,7,52
37123960202,2842,1071,846,910,10,0,0,0,1994,99,610,35,24,80
37123960301,970,178,322,461,8,0,0,0,863,11,17,19,4,56
37123960302,1815,263,551,983,15,2,0,0,1633,21,14,13,7,127
37123960401,1753,974,387,383,6,0,0,0,822,17,842,14,10,48
37123960402,1647,501,446,690,6,1,0,0,1183,22,295,68,5,74
37123960501,1118,649,247,216,5,0,0,0,415,179,502,5,2,15
37123960502,1294,409,380,495,5,1,0,0,900,150,193,3,6,42
37079950101,1953,867,575,506,3,2,0,0,1232,133,551,5,6,26
37079950102,1632,823,477,328,3,1,0,0,842,54,688,5,4,39
37079950200,2283,1017,686,566,9,2,0,0,1336,171,705,11,10,50
37079950301,2485,1292,675,516,2,0,0,0,1289,128,1019,11,6,32
37079950302,1773,903,527,339,2,1,0,0,927,60,740,6,6,34
37141920104,3205,506,1262,1406,23,2,0,0,2729,86,49,14,45,282
37141920105,979,252,344,374,7,2,0,0,761,31,114,9,12,52
37141920106,1495,320,528,631,14,2,0,0,1303,38,6,5,14,129
37141920201,5907,1014,2248,2576,62,0,0,0,4862,217,225,37,66,500
37141920202,6502,999,2343,3103,50,1,0,0,5616,176,140,43,81,446
37141920203,3716,740,1364,1562,42,3,0,0,2876,152,327,30,46,285
37141920204,1476,619,412,437,7,0,0,0,796,28,585,9,6,52
37141920300,2623,930,669,1007,14,2,0,0,1766,113,608,1,20,115
37141920401,1602,587,448,553,12,1,0,0,956,70,491,5,23,57
37141920402,1541,532,430,565,12,0,0,0,1013,53,383,4,10,78
37141920403,2256,697,690,847,15,3,0,0,1579,85,445,15,30,102
37141920501,3016,1515,693,789,19,0,0,0,1395,142,1353,8,11,107
37141920502,1096,341,354,395,5,0,0,0,754,55,219,7,13,48
37141920601,1680,531,508,629,11,0,0,0,1109,129,361,4,13,64
37141920602,4242,1013,1422,1760,41,1,0,0,3202,219,527,19,35,240
37141990100,4,0,4,0,0,0,0,0,3,1,0,0,0,0
37153970100,1706,823,494,385,3,0,0,0,968,44,618,9,22,45
37153970200,2702,1165,702,828,4,1,0,0,1753,111,743,16,28,51
37153970300,2687,1023,844,797,18,0,0,0,1909,84,597,9,30,58
37153970400,2696,1242,795,643,9,4,0,0,1732,48,800,39,28,49
37153970500,1517,787,396,322,9,2,0,0,805,44,608,14,10,36
37153970600,2062,1154,529,369,7,1,0,0,852,68,1052,9,36,45
37153970700,1319,526,447,329,10,1,0,0,893,57,270,26,31,42
37153970800,3066,1352,925,774,11,0,0,0,1829,78,1010,31,49,69
37153970900,3102,1223,911,954,10,1,0,0,2268,84,544,15,79,112
37153971000,2350,1352,535,443,18,0,0,0,920,49,1274,15,44,48
37153971100,2500,1234,671,587,5,2,0,0,1259,41,1079,9,56,56
37131920101,1001,661,234,104,2,0,0,0,491,11,477,1,6,15
37131920102,1108,686,311,108,3,0,0,0,636,3,431,5,3,30
37131920103,1084,669,272,140,3,0,0,0,566,4,488,2,1,23
37131920201,698,499,146,50,3,0,0,0,174,3,517,2,0,2
37131920202,1518,979,391,140,5,0,0,0,605,18,850,4,4,37
37131920301,1349,1077,211,57,2,1,0,0,173,6,1153,4,5,8
37131920302,1131,762,252,111,6,0,0,0,363,8,747,2,2,9
37131920303,777,534,187,55,0,1,0,0,306,4,452,1,2,12
37131920401,2439,1653,491,283,10,1,0,0,718,24,1651,4,11,31
37131920402,1111,399,364,344,3,0,0,0,693,15,342,6,5,50
37125950100,1631,225,487,911,5,1,0,0,1419,35,92,8,4,73
37125950201,1153,242,373,535,1,0,0,0,856,160,81,9,5,42
37125950202,2716,435,642,1622,13,1,0,0,2305,99,214,19,10,69
37125950303,1686,254,600,825,7,0,0,0,1411,43,63,16,19,134
37125950304,1811,551,511,738,11,0,0,0,1216,94,434,2,18,47
37125950305,3776,772,1347,1631,23,1,0,0,3023,142,288,31,45,247
37125950306,1518,270,585,651,9,0,0,0,1224,69,84,8,22,111
37125950402,2779,575,922,1254,19,2,0,0,2124,100,380,18,24,133
37125950403,1486,457,486,532,7,0,0,0,1051,41,306,8,14,66
37125950404,1707,259,610,821,14,2,0,0,1484,50,66,12,16,79
37125950503,2121,437,698,970,13,0,0,0,1683,78,224,8,19,109
37125950504,2149,424,755,942,21,2,0,0,1610,114,240,24,36,125
37125950505,501,95,184,219,2,0,0,0,391,21,59,0,5,25
37125950506,3819,515,1506,1756,33,2,0,0,3160,163,114,53,53,276
37125950507,2352,490,863,982,13,2,0,0,1859,96,236,15,24,122
37125950601,3253,488,1189,1561,13,0,0,0,2775,52,95,37,76,218
37125950603,2792,760,963,1032,33,2,0,0,1910,118,537,29,40,158
37125950604,2520,479,964,1065,12,0,0,0,2015,96,145,30,37,197
37125950702,2096,331,752,997,14,0,0,0,1742,48,70,28,33,175
37125950703,1920,453,683,769,10,2,0,0,1443,72,209,25,31,140
37125950704,1945,341,786,798,15,3,0,0,1622,60,45,31,31,156
37125950801,3370,1365,1040,942,19,0,0,0,1648,80,1372,32,53,185
37125950802,2719,516,1014,1172,17,0,0,0,2328,61,112,38,19,161
37125950900,2765,683,1063,981,31,4,0,0,2111,111,245,44,33,221
37125951001,2862,639,1146,1043,30,1,0,0,2384,86,130,45,38,179
37125951002,729,163,259,298,8,1,0,0,571,21,75,5,8,49
37125951101,2381,756,842,750,28,0,0,0,1456,123,588,23,63,128
37125951102,3694,1037,1306,1314,32,2,0,0,2504,183,683,55,62,207
37125951200,2998,959,999,1011,23,2,0,0,1876,133,723,30,64,172
37057060101,3620,1049,1186,1357,20,5,0,0,2377,199,683,94,94,173
37057060103,2176,273,563,1328,9,1,0,0,1980,50,29,15,30,72
37057060104,3885,430,1096,2336,19,0,0,0,3500,81,65,27,21,191
37057060201,3563,722,926,1898,15,0,0,0,2912,70,394,20,20,147
37057060202,1454,189,427,826,10,0,0,0,1282,51,42,1,8,70
37057060203,4160,626,1201,2299,32,1,0,0,3642,119,157,32,32,178
37057060301,3699,664,1100,1912,17,3,0,0,3139,85,238,36,30,171
37057060302,3453,635,1097,1697,20,1,0,0,2857,127,221,32,31,185
37057060303,3106,411,885,1790,15,1,0,0,2772,62,57,15,9,191
37057060304,2462,337,686,1429,10,0,0,0,2222,49,30,10,16,135
37057060400,3720,554,1197,1953,11,1,0,0,3264,62,141,43,27,183
37057060500,3663,393,978,2269,18,1,0,0,3387,70,32,20,15,139
37057060601,2762,484,833,1414,28,2,0,0,2232,198,165,24,31,112
37057060602,2095,395,639,1046,12,2,0,0,1673,124,125,34,35,104
37057060700,2641,1133,757,737,11,1,0,0,1239,240,1022,15,33,92
37057060800,2179,1024,568,576,10,1,0,0,919,147,1043,12,9,49
37057060900,2701,708,809,1155,22,3,0,0,1930,213,402,16,22,118
37057061000,2771,898,808,1048,17,0,0,0,1789,234,608,31,20,89
37057061101,1873,331,512,1022,6,0,0,0,1630,71,71,13,9,79
37057061102,3006,420,859,1711,12,1,0,0,2699,69,86,12,20,120
37057061202,2841,504,845,1481,10,0,0,0,2442,79,147,32,23,118
37057061203,2109,706,661,727,14,0,0,0,1312,146,391,94,27,139
37057061204,1243,307,452,474,7,0,0,0,880,100,180,26,8,49
37057061300,1155,427,417,295,14,1,0,0,799,71,227,13,8,37
37057061400,1169,570,369,223,1,4,0,0,461,97,557,18,11,25
37057061501,2324,1334,629,346,12,1,0,0,728,175,1348,12,16,45
37057061502,1599,496,493,602,7,0,0,0,1324,49,139,20,15,52
37057061600,1337,459,467,400,10,1,0,0,815,119,315,15,13,60
37057061701,3224,579,1058,1569,13,0,0,0,2713,117,173,37,23,161
37057061703,2687,397,868,1408,13,0,0,0,2355,85,59,30,17,141
37057061704,2433,402,789,1224,13,1,0,0,2131,54,104,15,10,119
37057061705,1753,243,538,965,6,0,0,0,1592,51,25,9,10,66
37057061803,2061,585,640,825,10,1,0,0,1491,104,313,35,18,100
37057061805,2428,419,743,1255,10,0,0,0,2131,81,95,20,8,93
37057061806,2133,300,691,1137,4,0,0,0,1947,40,23,19,10,94
37057061807,1880,283,598,988,10,0,0,0,1679,22,38,16,14,111
37057061808,2674,504,824,1335,8,2,0,0,2319,68,137,25,13,112
37057061902,3057,346,952,1747,10,0,0,0,2821,55,19,24,11,127
37057061903,2112,213,623,1261,12,1,0,0,1950,54,17,7,6,78
37057061904,1784,249,523,999,10,1,0,0,1653,30,17,14,5,65
37057062001,3175,352,981,1820,14,2,0,0,2878,57,13,17,24,186
37057062002,2516,252,789,1459,16,0,0,0,2317,36,10,15,20,118
37139960100,793,420,247,115,7,1,0,0,286,22,457,3,2,23
37139960200,2713,1452,888,342,26,5,0,0,1075,65,1431,17,20,105
37139960300,1418,982,336,95,4,1,0,0,164,26,1194,12,1,21
37139960400,2201,984,776,410,24,3,0,0,1064,67,947,18,11,94
37139960501,2050,569,766,698,16,1,0,0,1520,62,348,12,34,74
37139960502,2801,883,1056,845,15,1,0,0,1874,94,665,48,17,103
37139960503,1701,716,518,454,11,1,0,0,947,26,658,1,12,57
37139960600,4868,1960,1645,1231,24,3,0,0,2718,148,1723,33,41,205
37139960701,3838,1451,1249,1108,23,2,0,0,2353,85,1180,53,22,145
37139960702,2229,600,857,755,13,1,0,0,1695,60,329,15,15,115
37037020103,3971,1435,1694,825,15,0,0,0,2792,265,329,162,91,332
37037020104,4934,1849,1994,1070,21,0,0,0,3871,165,199,108,111,480
37037020105,5564,2274,2413,844,30,3,0,0,4384,232,234,144,121,449
37037020107,2050,793,894,348,11,3,0,0,1644,65,114,32,33,162
37037020108,1426,623,582,216,4,0,0,0,996,65,200,24,31,110
37037020201,1993,542,663,775,11,0,0,0,1648,75,172,21,13,64
37037020202,2805,822,1208,750,22,1,0,0,2357,82,134,19,40,173
37037020203,1790,636,651,500,3,0,0,0,1275,60,342,9,8,96
37037020300,1778,655,533,581,9,0,0,0,1238,99,355,11,10,65
37037020401,2528,1198,740,562,23,0,0,0,1238,555,617,15,24,79
37037020402,2041,1103,569,360,6,1,0,0,763,457,749,18,18,36
37037020500,2500,641,810,1040,9,0,0,0,2153,60,189,10,16,72
37037020600,3812,1399,1250,1127,34,1,0,0,2808,96,716,12,20,160
37037020702,3152,800,1275,1062,13,0,0,0,2506,94,282,75,46,149
37037020703,4013,1111,1731,1156,11,1,0,0,3017,133,193,231,85,354
37037020704,2162,905,833,408,12,4,0,0,1619,63,169,88,49,174
37037020801,3803,1656,1453,672,16,3,0,0,2614,157,733,39,43,217
37037020802,2078,817,825,421,11,2,0,0,1573,88,223,50,19,125
37037020803,1656,555,683,406,12,0,0,0,1282,85,157,15,26,91
37155960101,2059,978,608,460,6,2,0,0,869,226,774,5,145,40
37155960102,2458,1110,712,622,10,0,0,0,1279,135,691,8,286,59
37155960202,1722,799,576,336,8,0,0,0,302,165,285,3,948,19
37155960203,1827,762,580,470,13,0,0,0,886,110,637,10,128,56
37155960204,1062,507,294,258,2,0,0,0,398,75,380,2,184,23
37155960301,2061,1411,449,192,4,1,0,0,437,99,1168,9,326,22
37155960302,1115,636,288,186,1,1,0,0,283,135,300,4,383,10
37155960402,1792,959,519,307,5,0,0,0,249,59,155,3,1319,7
37155960403,1714,775,536,395,7,0,0,0,255,27,151,4,1257,20
37155960404,1731,898,495,334,3,0,0,0,179,9,54,0,1474,15
37155960501,1555,824,425,304,2,0,0,0,147,13,84,1,1301,9
37155960502,2683,1319,1022,326,13,0,0,0,568,121,447,18,1457,72
37155960503,949,517,282,144,5,0,0,0,127,13,55,5,737,12
37155960601,2359,1345,686,319,7,0,0,0,316,50,265,1,1712,15
37155960602,724,429,182,111,1,1,0,0,121,17,132,0,444,10
37155960701,2546,1217,884,436,6,0,0,0,757,145,275,14,1317,38
37155960702,1434,684,475,268,7,0,0,0,441,57,253,9,648,26
37155960801,1348,995,270,82,0,0,0,0,106,17,890,6,311,18
37155960802,874,653,190,28,2,0,0,0,59,18,719,0,70,8
37155960900,1184,568,373,238,2,2,0,0,674,41,292,24,115,38
37155961000,1129,589,356,180,3,1,0,0,490,34,412,9,149,35
37155961100,838,465,243,121,2,0,0,0,337,39,338,3,104,17
37155961200,1985,1044,633,300,5,1,0,0,848,76,731,9,277,44
37155961301,2837,1342,907,574,8,3,0,0,1518,102,607,84,449,77
37155961302,2633,1511,752,361,5,1,0,0,981,72,1165,13,346,56
37155961400,2269,1025,739,495,10,0,0,0,1268,106,506,10,344,35
37155961500,2765,1164,1006,583,8,0,0,0,1645,62,440,4,570,44
37155961601,1976,898,629,443,6,0,0,0,1144,56,453,8,274,41
37155961602,2063,1043,616,399,4,0,0,0,1120,36,566,3,302,36
37155961700,3279,2176,692,398,4,1,0,0,876,36,1701,5,611,50
37155961801,2336,1235,653,444,1,0,0,0,249,33,421,1,1617,15
37155961802,2559,1540,648,360,7,0,0,0,408,32,715,4,1382,18
37155961900,2489,1622,547,311,7,1,0,0,690,38,1170,1,544,46
37155962001,1994,1334,407,244,7,0,0,0,250,9,1173,1,527,34
37155962002,1466,817,376,268,2,0,0,0,204,14,428,5,800,15
37083930100,2099,1474,453,166,5,0,0,0,400,23,1630,4,15,27
37083930200,3507,1431,1436,630,9,0,0,0,2335,82,868,58,39,125
37083930300,2794,1123,1069,590,9,2,0,0,1851,46,763,25,38,71
37083930400,2078,936,709,422,11,0,0,0,1158,41,810,19,14,36
37083930501,2694,1470,850,365,9,0,0,0,1037,41,1556,4,19,37
37083930503,1487,697,514,270,5,0,0,0,877,12,530,12,15,41
37083930504,1956,1249,491,210,5,1,0,0,609,19,1288,2,12,26
37083930600,2637,1604,626,404,3,0,0,0,1052,16,1487,15,25,42
37083930701,836,558,173,102,2,0,0,0,239,11,556,2,7,21
37083930702,1956,928,582,442,3,0,0,0,1088,15,751,3,21,78
37083930800,3455,2821,443,180,8,3,0,0,349,43,2165,6,862,30
37083930901,1018,765,165,84,2,1,0,0,218,8,776,2,4,10
37083930902,2167,1793,264,106,4,0,0,0,197,16,1926,3,10,15
37083931000,1539,1072,305,157,4,0,0,0,444,29,1027,3,5,31
37083931101,1098,692,217,181,7,0,0,0,484,17,571,4,4,18
37083931102,2159,1588,328,236,4,3,0,0,470,18,1646,4,7,14
37143920101,2534,985,766,766,13,2,0,0,1696,28,705,7,16,82
37143920102,2110,588,745,768,6,1,0,0,1573,40,361,12,14,110
37143920201,1685,742,487,444,9,0,0,0,1056,29,526,7,10,57
37143920202,2539,602,990,928,15,1,0,0,1993,48,337,9,23,129
37145920100,4522,1848,1416,1235,18,1,0,0,2835,99,1361,30,59,138
37145920200,4512,1771,1436,1290,13,2,0,0,3122,82,1111,33,27,137
37145920300,3573,1810,1040,710,10,3,0,0,1784,120,1520,23,41,85
37145920400,1733,1032,430,261,8,1,0,0,758,45,863,10,12,45
37145920500,4916,1526,1683,1675,30,2,0,0,3794,118,769,45,31,159
37145920601,3265,1255,1051,943,13,2,0,0,2218,116,786,22,24,99
37145920602,3401,1011,1137,1235,13,2,0,0,2610,81,526,30,21,133
37025040501,4956,1908,1681,1312,47,1,0,0,2579,486,1562,51,55,223
37025040502,3782,934,1320,1501,26,1,0,0,2856,192,468,42,28,196
37025040600,4361,698,1339,2289,26,1,0,0,3739,140,205,53,43,181
37025040701,1051,284,307,450,8,1,0,0,753,83,149,11,10,45
37025040703,1427,652,420,345,9,0,0,0,652,104,589,15,14,53
37025040704,2126,969,661,472,18,3,0,0,951,189,867,24,24,71
37025040705,2530,1110,734,658,23,1,0,0,1197,179,1022,28,28,76
37025040800,2387,895,752,708,26,3,0,0,1418,185,665,18,18,83
37025040900,1331,409,456,451,10,3,0,0,879,64,278,10,18,82
37025041001,2231,675,749,788,17,0,0,0,1521,144,426,20,12,108
37025041002,1436,538,476,410,11,0,0,0,780,161,404,8,9,74
37025041100,4509,1303,1436,1718,44,3,0,0,3144,295,765,62,43,200
37025041201,2405,636,726,1017,21,0,0,0,1694,101,445,27,24,114
37025041202,3296,858,1071,1336,26,2,0,0,2279,178,502,68,47,222
37025041301,4629,1109,1689,1779,40,7,0,0,3213,237,626,149,84,320
37025041304,4228,1386,1745,1055,37,3,0,0,2164,368,983,295,110,308
37025041305,1881,465,670,729,16,0,0,0,1333,105,237,58,44,104
37025041306,2695,884,1175,610,17,5,0,0,1238,159,695,324,104,175
37025041307,4043,1297,1694,1017,32,3,0,0,2239,251,840,325,130,258
