GEOID20,total_reg,party_rep,party_dem,party_npp,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
01059972900,2561,1268,516,777,0,0,2114,157,142,11,18,119
01059973000,2505,1064,774,667,0,0,1815,387,173,7,13,110
01059973100,1626,981,230,415,0,0,1476,46,8,3,5,88
01059973200,2483,1035,835,613,0,0,1725,258,369,8,10,113
01059973300,1608,719,405,484,0,0,1253,176,63,2,9,105
01059973400,1691,857,258,576,0,0,1529,28,27,4,4,99
01059973500,1410,850,157,403,0,0,1291,13,7,5,5,89
01059973600,1291,683,145,463,0,0,1192,17,1,2,10,69
01059973701,984,602,140,242,0,0,910,20,8,2,3,41
01059973702,635,323,83,229,0,0,584,15,4,1,1,30
01059973703,2127,1245,189,693,0,0,1925,41,6,7,8,140
01061050100,3490,2842,473,175,0,0,2931,99,269,18,39,134
01061050200,1522,1238,210,74,0,0,1267,21,153,11,11,59
01061050300,3390,2587,642,161,0,0,2700,56,474,12,21,127
01061050400,4218,3362,643,213,0,0,3508,93,383,16,33,185
01061050500,2842,2171,541,130,0,0,2235,116,330,8,19,134
01061050600,2848,2389,294,165,0,0,2532,64,113,10,17,112
01129043900,2360,1384,880,96,0,0,1689,11,511,5,17,127
01129044000,2920,1471,1316,133,0,0,2187,23,569,3,11,127
01129044100,2614,1496,1000,118,0,0,1806,32,652,5,20,99
01129044200,3190,1299,1525,366,0,0,1227,27,1233,8,622,73
01129044300,1901,1146,637,118,0,0,1461,24,310,5,26,75
01057020000,1079,923,99,57,0,0,998,5,13,6,2,55
01057020100,2492,2119,243,130,0,0,2296,19,86,6,18,67
01057020200,3155,2209,821,125,0,0,2340,32,633,17,7,126
01057020300,2928,1967,813,148,0,0,2091,41,649,14,15,118
01057020400,2705,2271,281,153,0,0,2387,38,95,6,10,169
01043964100,3939,3310,367,262,0,0,3647,85,12,18,19,158
01043964201,2436,2054,230,152,0,0,2217,51,5,15,11,137
01043964202,3006,2521,315,170,0,0,2729,64,5,15,22,171
01043964300,3630,3000,428,202,0,0,3327,56,15,19,29,184
01043964400,3201,2743,262,196,0,0,2938,45,10,17,19,172
01043964500,3007,2553,279,175,0,0,2766,50,7,11,15,158
01043964600,3212,2725,287,200,0,0,2951,59,11,16,18,157
01043964700,3419,2876,334,209,0,0,3102,75,21,21,25,175
01043964800,2850,2230,360,260,0,0,2543,83,33,31,13,147
01043964901,2328,1865,342,121,0,0,2111,62,18,17,7,113
01043964902,2763,2318,308,137,0,0,2493,54,17,31,15,153
01043965001,2043,1646,226,171,0,0,1823,45,27,25,11,112
01043965002,2687,2118,349,220,0,0,2371,87,26,26,18,159
01043965100,2656,2229,262,165,0,0,2405,77,18,17,16,123
01043965200,1642,1407,146,89,0,0,1465,41,7,4,18,107
01043965300,3374,2904,275,195,0,0,3065,72,13,14,33,177
01043965401,2114,1623,274,217,0,0,1865,44,66,6,8,125
01043965402,3063,2423,383,257,0,0,2700,86,62,13,25,177
01043965501,1105,706,336,63,0,0,772,7,285,5,2,34
01043965502,3241,2829,247,165,0,0,2962,44,7,18,24,186
01043965600,2073,1791,173,109,0,0,1923,18,7,12,14,99
01043965700,2238,1922,176,140,0,0,2111,20,6,7,9,85
01089000203,6443,330,6050,63,0,0,426,78,5876,5,20,38
01089000301,2638,302,2305,31,0,0,407,74,2109,5,10,33
01089000302,2637,200,2418,19,0,0,247,50,2292,9,11,28
01089000403,3847,467,3344,36,0,0,523,64,3175,19,3,63
01089000501,1432,171,1243,18,0,0,228,40,1124,13,7,20
01089000502,1789,161,1608,20,0,0,212,50,1501,6,5,15
01089000503,1404,189,1185,30,0,0,251,40,1081,3,1,28
01089000601,1142,263,857,22,0,0,312,34,755,6,7,28
01089000602,1546,312,1200,34,0,0,407,44,1044,8,15,28
01089000701,2120,234,1850,36,0,0,295,44,1727,11,12,31
01089000702,1896,388,1471,37,0,0,445,33,1357,14,2,45
01089000901,3626,2395,1066,165,0,0,2926,98,309,47,43,203
01089000902,1477,824,536,117,0,0,1184,76,103,12,23,79
01089001000,2407,1337,906,164,0,0,2012,78,117,22,31,147
01089001200,1667,100,1549,18,0,0,127,54,1471,0,4,11
01089001301,2389,347,1949,93,0,0,481,72,1744,19,13,60
01089001302,1447,269,1142,36,0,0,340,41,1014,8,10,34
01089001401,1640,1000,546,94,0,0,1182,76,213,26,28,115
01089001403,1597,483,960,154,0,0,697,66,680,32,30,92
01089001404,2152,950,1053,149,0,0,1284,61,650,38,30,89
01089001500,2927,909,1568,450,0,0,1489,142,1051,54,38,153
01089001700,1740,1193,464,83,0,0,1530,35,50,8,21,96
01089001801,3185,2101,986,98,0,0,2799,54,59,45,34,194
01089001901,3071,2194,771,106,0,0,2496,82,86,113,65,229
01089001902,1227,973,231,23,0,0,1066,15,33,36,15,62
01089001903,2094,1526,517,51,0,0,1723,61,53,64,49,144
01089002000,1669,1130,446,93,0,0,1392,44,51,25,29,128
01089002100,1801,566,1157,78,0,0,717,91,899,11,16,67
01089002200,975,399,521,55,0,0,501,56,355,10,18,35
01089002300,2816,1247,1414,155,0,0,1494,233,872,27,49,141
01089002400,2379,780,1484,115,0,0,964,242,1042,30,22,79
01089002501,1392,413,928,51,0,0,500,92,751,8,6,35
01089002502,1619,451,1059,109,0,0,622,88,825,16,12,56
01089002600,2922,1856,872,194,0,0,2249,84,324,41,33,191
01089002701,2535,1682,699,154,0,0,2014,77,188,37,39,180
01089002721,3444,2437,849,158,0,0,2763,69,247,86,40,239
01089002722,2562,1730,711,121,0,0,2018,71,179,85,32,177
01089002801,3371,1993,1184,194,0,0,2428,126,505,42,54,216
01089002803,3474,2246,1070,158,0,0,2512,177,342,167,47,229
01089002804,2215,1619,511,85,0,0,1766,44,135,67,38,165
01089002911,3613,2515,947,151,0,0,2943,100,160,121,71,218
01089002912,2011,1397,543,71,0,0,1648,67,71,58,39,128
01089002922,3605,2522,942,141,0,0,2885,131,152,111,73,253
01089002923,2802,1794,850,158,0,0,2159,91,229,72,45,206
01089002924,2127,1333,674,120,0,0,1563,108,229,76,34,117
01089003000,1874,655,1147,72,0,0,808,57,916,12,17,64
01089003100,2079,1253,717,109,0,0,1620,44,253,33,21,108
01089010101,3574,2789,594,191,0,0,2998,83,245,22,57,169
01089010102,3720,2380,1183,157,0,0,2634,98,741,19,46,182
01089010200,4292,3207,861,224,0,0,3513,70,387,30,66,226
01089010302,2969,2186,607,176,0,0,2417,63,305,24,40,120
01089010303,2597,1992,458,147,0,0,2156,62,178,15,46,140
01089010304,4132,3042,826,264,0,0,3390,93,371,33,58,187
01089010403,2015,1420,463,132,0,0,1598,54,218,13,27,105
01089010404,2046,1580,324,142,0,0,1747,49,104,11,34,101
01089010405,2757,1810,770,177,0,0,2018,65,491,13,28,142
01089010406,2120,1245,780,95,0,0,1365,59,557,27,20,92
01089010502,2636,1171,1356,109,0,0,1371,87,1041,24,25,88
01089010503,4772,2144,2323,305,0,0,2489,196,1770,40,47,230
01089010504,5702,3085,2430,187,0,0,3314,187,1761,74,75,291
01089010612,4806,2315,2259,232,0,0,2646,207,1526,114,61,252
01089010623,5681,3213,2266,202,0,0,3460,215,1524,118,81,283
01089010625,3793,308,3317,168,0,0,506,87,3052,24,36,88
01089010626,2517,1003,1335,179,0,0,1261,91,943,48,47,127
01089010627,3346,1339,1575,432,0,0,1936,136,978,49,56,191
01089010628,2512,1609,850,53,0,0,1721,84,516,31,39,121
01089010629,3655,2244,1246,165,0,0,2463,135,723,53,52,229
01089010630,2676,1577,1022,77,0,0,1674,67,686,73,32,144
01089010631,3794,2178,1487,129,0,0,2283,153,1061,43,51,203
01089010703,3692,2260,1243,189,0,0,2463,134,805,39,33,218
01089010704,4471,2531,1790,150,0,0,2753,118,1290,64,61,185
01089010705,2203,1017,1106,80,0,0,1077,53,927,22,22,102
01089010706,3405,1940,1326,139,0,0,2152,78,956,32,39,148
01089010801,4590,2993,1439,158,0,0,3209,127,881,59,47,267
01089010802,3976,2851,955,170,0,0,3150,89,449,36,52,200
01089010902,2262,1660,501,101,0,0,1789,53,250,13,37,120
01089010903,4131,3171,776,184,0,0,3427,126,153,63,64,298
01089010904,4586,3327,1076,183,0,0,3600,166,313,105,64,338
01089010905,6056,4692,1164,200,0,0,4988,170,191,139,123,445
01089011012,4756,3307,1291,158,0,0,3546,151,378,196,112,373
01089011013,3603,2236,1225,142,0,0,2627,125,434,90,84,243
01089011021,3152,1351,1603,198,0,0,1702,158,1012,92,52,136
01089011023,4289,2726,1470,93,0,0,2984,186,525,216,97,281
01089011024,3218,1977,1118,123,0,0,2166,168,411,186,75,212
01089011025,4626,2469,1990,167,0,0,2795,194,1006,249,94,288
01089011026,2524,1597,848,79,0,0,1712,78,362,111,40,221
01089011027,1981,1058,784,139,0,0,1338,87,304,86,41,125
01089011028,2387,1027,1110,250,0,0,1369,120,691,34,42,131
01089011100,538,253,264,21,0,0,265,59,171,8,9,26
01089011201,4126,1954,2015,157,0,0,2119,238,1387,107,64,211
01089011202,3244,1512,1478,254,0,0,1888,105,907,100,35,209
01089011203,4017,1744,2052,221,0,0,2082,228,1369,95,52,191
01089011301,2431,1777,501,153,0,0,1997,70,157,27,42,138
01089011302,3142,2443,567,132,0,0,2631,88,101,50,44,228
01089011400,2898,2360,346,192,0,0,2613,50,27,21,37,150
01071950101,1949,966,203,780,0,0,1787,16,3,7,25,111
01071950102,2285,1195,236,854,0,0,2101,17,2,13,42,110
01071950200,2417,1072,447,898,0,0,2089,24,170,7,20,107
01071950301,1909,955,313,641,0,0,1669,33,115,3,25,64
01071950302,1926,768,493,665,0,0,1496,48,285,8,25,64
01071950400,1373,823,217,333,0,0,1265,14,3,1,34,56
01071950500,2559,1482,293,784,0,0,2364,33,19,7,36,100
01071950601,2249,1283,280,686,0,0,1986,27,88,5,30,113
01071950602,1578,640,446,492,0,0,1175,36,292,12,9,54
01071950700,3197,1674,487,1036,0,0,2820,77,73,25,31,171
01071950800,2685,1303,501,881,0,0,2337,49,109,24,31,135
01071950901,1361,654,248,459,0,0,1175,37,65,4,14,66
01071950902,3323,2283,466,574,0,0,2967,39,64,22,29,202
01071951000,2997,1539,451,1007,0,0,2789,22,7,10,53,116
01071951101,2725,1485,385,855,0,0,2457,43,9,9,40,167
01071951102,2112,1202,322,588,0,0,1916,40,8,15,34,99
01063060000,845,132,712,1,0,0,139,2,689,0,0,15
01063060101,1406,243,1152,11,0,0,248,7,1113,2,16,20
01063060102,2160,338,1809,13,0,0,301,5,1816,2,8,28
01063060200,2556,373,2145,38,0,0,414,12,2103,2,4,21
01023956700,2644,331,2286,27,0,0,481,1,2133,1,0,28
01023956800,3201,1059,2027,115,0,0,1913,24,1135,6,6,117
01023956900,2824,1689,1022,113,0,0,2234,14,498,6,5,67
01023957000,1622,566,1016,40,0,0,728,4,861,4,5,20
01115040104,3993,3036,747,210,0,0,3303,69,359,35,33,194
01115040105,2901,2450,297,154,0,0,2620,41,82,12,13,133
01115040107,4216,3076,931,209,0,0,3245,82,604,39,33,213
01115040108,3905,2796,931,178,0,0,2941,90,631,26,27,190
01115040109,1887,1566,193,128,0,0,1678,28,44,4,12,121
01115040110,3296,2429,676,191,0,0,2640,53,371,44,26,162
01115040206,2008,1565,328,115,0,0,1713,27,167,12,7,82
01115040207,2357,1915,258,184,0,0,2062,34,116,7,7,131
01115040208,1558,970,490,98,0,0,1044,23,385,19,14,73
01115040209,2465,1635,685,145,0,0,1749,22,544,15,13,122
01115040210,2872,2334,433,105,0,0,2430,32,240,12,7,151
01115040211,1824,1264,451,109,0,0,1374,33,307,11,11,88
01115040212,2106,1764,290,52,0,0,1860,30,109,12,3,92
01115040213,2702,2212,363,127,0,0,2355,21,151,22,20,133
01115040301,2052,1747,194,111,0,0,1837,35,64,7,8,101
01115040302,1976,1586,311,79,0,0,1687,18,173,9,9,80
01115040401,3685,2821,664,200,0,0,3004,64,411,18,24,164
01115040402,2669,2271,258,140,0,0,2382,61,42,7,18,159
01115040503,3820,3187,474,159,0,0,3336,50,215,17,12,190
01115040504,3763,3080,475,208,0,0,3220,46,244,27,33,193
01115040505,1678,1464,143,71,0,0,1517,24,40,10,6,81
01115040506,3976,2924,810,242,0,0,3100,82,537,17,23,217
01115040507,1553,1191,262,100,0,0,1261,22,158,8,11,93
01115040508,1238,1003,143,92,0,0,1092,20,64,3,8,51
01049960101,1241,728,135,378,0,0,1154,10,3,2,20,52
01049960102,2550,1380,314,856,0,0,2342,31,14,14,40,109
01049960200,2560,1501,281,778,0,0,2342,33,5,10,41,129
01049960301,592,307,82,203,0,0,527,19,8,1,4,33
01049960302,861,384,181,296,0,0,684,32,85,3,10,47
01049960303,3220,1940,351,929,0,0,2901,79,30,10,38,162
01049960401,732,436,95,201,0,0,661,11,3,8,3,46
01049960402,3496,2268,407,821,0,0,3136,91,15,13,36,205
01049960500,3551,2095,405,1051,0,0,3256,47,12,15,53,168
01049960601,945,564,112,269,0,0,870,18,2,6,7,42
01049960602,2965,1685,387,893,0,0,2665,128,6,9,32,125
01049960701,1199,618,207,374,0,0,998,126,2,1,12,60
01049960702,718,446,91,181,0,0,636,20,2,1,8,51
01049960703,1828,914,455,459,0,0,1396,328,7,5,24,68
01049960800,2205,1064,498,643,0,0,1725,214,137,11,26,92
01049960900,2106,995,505,606,0,0,1630,113,219,17,13,114
01049961000,2653,1592,331,730,0,0,2345,86,28,8,23,163
01049961100,1767,892,384,491,0,0,1444,153,62,4,16,88
01049961200,1456,960,201,295,0,0,1261,51,29,12,12,91
01049961300,2792,1468,664,660,0,0,2199,305,108,18,22,140
01049961400,2855,1601,492,762,0,0,2529,80,24,10,40,172
01053969801,1033,894,82,57,0,0,970,13,11,3,9,27
01053969802,2803,1600,1049,154,0,0,1762,29,887,6,13,106
01053969900,3179,2249,733,197,0,0,2505,43,471,15,38,107
01053970100,3538,2354,1039,145,0,0,2520,47,784,24,25,138
01053970200,1053,240,786,27,0,0,275,6,753,1,5,13
01053970300,2641,1986,497,158,0,0,2174,30,294,7,53,83
01053970400,1895,1267,541,87,0,0,1214,35,292,7,261,86
01053970500,3570,1972,1435,163,0,0,2083,60,1147,7,150,123
01053970600,2727,508,2184,35,0,0,550,19,2097,1,22,38
01053970700,2515,1422,943,150,0,0,1625,44,662,15,81,88
01021060101,3557,2347,1024,186,0,0,2395,73,944,12,15,118
01021060103,1989,1621,255,113,0,0,1732,52,104,9,16,76
01021060104,2236,1674,471,91,0,0,1754,39,348,14,9,72
01021060200,2030,1748,165,117,0,0,1863,32,25,10,11,89
01021060300,2422,2106,184,132,0,0,2193,51,23,11,10,134
01021060401,3469,2763,518,188,0,0,2933,90,299,16,8,123
01021060403,1853,1467,262,124,0,0,1559,95,99,6,7,87
01021060404,3186,2451,542,193,0,0,2706,98,245,6,14,117
01021060500,2115,1423,600,92,0,0,1518,17,510,4,3,63
01021060600,2144,1757,248,139,0,0,1889,50,117,9,4,75
01021060701,1323,997,235,91,0,0,1109,29,140,5,6,34
01021060702,1964,1572,274,118,0,0,1689,36,142,9,10,78
01069040100,4276,3494,469,313,0,0,3608,93,312,32,26,205
01069040203,2370,1905,313,152,0,0,1889,59,172,67,37,146
01069040204,4468,3341,810,317,0,0,3472,107,521,53,49,266
01069040205,3935,3025,595,315,0,0,3115,114,344,92,50,220
01069040206,3034,2246,555,233,0,0,2389,87,360,44,25,129
01069040301,2643,1243,1189,211,0,0,1380,83,1038,22,24,96
01069040302,2366,962,1203,201,0,0,1031,85,1117,32,13,88
01069040400,1968,1460,407,101,0,0,1555,35,259,14,16,89
01069040500,2490,1707,632,151,0,0,1830,40,461,21,20,118
01069040600,1413,202,1152,59,0,0,237,16,1129,5,4,22
01069040700,1599,703,783,113,0,0,770,49,714,8,13,45
01069040801,3438,2572,626,240,0,0,2651,99,452,36,22,178
01069040802,2625,1921,526,178,0,0,2015,70,394,10,9,127
01069040900,3625,2241,1163,221,0,0,2335,73,1008,46,31,132
01069041000,3199,851,2192,156,0,0,936,48,2102,23,25,65
01069041100,2602,1406,958,238,0,0,1545,93,812,29,20,103
01069041200,1330,387,863,80,0,0,434,22,823,5,7,39
01069041400,2121,327,1734,60,0,0,343,16,1710,8,9,35
01069041500,3161,714,2364,83,0,0,731,29,2318,5,15,63
01069041600,3865,2368,1274,223,0,0,2454,92,1156,10,18,135
01069041700,1013,749,212,52,0,0,782,13,163,4,10,41
01069041800,1647,1011,543,93,0,0,1043,21,514,5,10,54
01069041901,1995,1524,330,141,0,0,1589,29,260,11,11,95
01069041902,3386,2542,624,220,0,0,2633,50,527,11,15,150
01069042000,3778,3044,458,276,0,0,3128,68,337,14,35,196
01069042100,5515,4573,596,346,0,0,4653,123,386,34,34,285
01027958900,4175,2979,1017,179,0,0,3140,77,763,13,34,148
01027959000,1926,1374,487,65,0,0,1434,36,383,6,7,60
01027959100,2125,1866,183,76,0,0,1923,30,54,6,11,101
01027959200,1698,1299,351,48,0,0,1369,12,233,8,10,66
01055000200,2127,705,984,438,0,0,1061,46,938,5,8,69
01055000300,1690,360,1226,104,0,0,209,20,1437,1,5,18
01055000400,2865,1820,547,498,0,0,2484,52,172,23,30,104
01055000500,1045,480,256,309,0,0,799,36,143,8,9,50
01055000600,1054,405,301,348,0,0,760,35,196,5,11,47
01055000700,613,178,268,167,0,0,347,14,220,0,9,23
01055000800,578,126,351,101,0,0,159,26,386,0,1,6
01055000900,1369,515,451,403,0,0,897,47,338,9,11,67
01055001000,792,161,526,105,0,0,195,25,556,0,2,14
01055001100,4059,2794,693,572,0,0,3454,57,209,94,69,176
01055001200,1859,693,765,401,0,0,1179,61,507,14,16,82
01055001300,1432,334,797,301,0,0,583,38,760,6,9,36
01055001600,2354,714,1396,244,0,0,684,39,1557,7,11,56
01055001700,1163,330,572,261,0,0,477,16,629,7,3,31
01055010100,1528,748,477,303,0,0,1045,69,353,2,9,50
01055010201,1788,900,384,504,0,0,1380,34,279,14,7,74
01055010202,1714,914,268,532,0,0,1484,52,73,10,11,84
01055010300,2233,1331,285,617,0,0,1988,41,104,3,11,86
01055010401,1948,904,501,543,0,0,1417,42,310,46,21,112
01055010402,4501,3011,632,858,0,0,3839,64,221,73,48,256
01055010503,3317,2213,382,722,0,0,2976,43,78,27,25,168
01055010504,3662,2537,472,653,0,0,3278,61,108,26,21,168
01055010505,2009,1278,264,467,0,0,1748,37,79,22,12,111
01055010506,1798,1174,218,406,0,0,1616,13,53,11,12,93
01055010601,4238,2937,456,845,0,0,3930,47,56,16,20,169
01055010602,2679,1666,274,739,0,0,2501,21,16,15,20,106
01055010700,2657,1581,481,595,0,0,2175,34,302,11,20,115
01055010800,2058,1332,202,524,0,0,1904,27,11,12,14,90
01055010900,1205,743,152,310,0,0,1113,20,14,7,6,45
01055011001,3299,2006,299,994,0,0,2984,50,14,19,19,213
01055011002,2963,1726,299,938,0,0,2690,54,33,13,11,162
01055011100,3402,2045,332,1025,0,0,3138,68,31,16,14,135
01055011200,1450,308,928,214,0,0,420,52,951,7,5,15
01009050103,979,827,111,41,0,0,881,38,15,3,6,36
01009050104,1496,1255,177,64,0,0,1349,51,9,7,10,70
01009050105,3720,2907,622,191,0,0,3115,235,162,28,20,160
01009050106,1717,1199,420,98,0,0,1298,194,147,12,6,60
01009050107,1991,1696,207,88,0,0,1786,105,5,10,12,73
01009050200,2471,1999,337,135,0,0,2073,221,17,19,18,123
01009050301,1675,1373,178,124,0,0,1498,84,3,4,14,72
01009050302,1554,1271,195,88,0,0,1379,96,7,8,4,60
01009050400,2886,2332,325,229,0,0,2624,94,20,13,20,115
01009050501,2856,2336,321,199,0,0,2533,141,17,10,26,129
01009050502,2133,1814,195,124,0,0,1947,68,11,8,20,79
01009050601,2896,2480,228,188,0,0,2654,33,29,14,13,153
01009050603,2833,2458,190,185,0,0,2636,29,15,7,11,135
01009050604,4136,3455,444,237,0,0,3701,62,117,19,33,204
01009050701,4156,3532,383,241,0,0,3748,75,49,25,24,235
01009050702,2190,1879,178,133,0,0,1980,44,28,6,9,123
01111000100,2644,2139,390,115,0,0,2265,45,191,12,5,126
01111000200,2500,2063,301,136,0,0,2125,26,146,14,6,183
01111000300,3441,2550,747,144,0,0,2657,34,540,15,8,187
01111000400,3259,2239,829,191,0,0,2379,45,666,16,14,139
01111000500,3510,1791,1566,153,0,0,1896,32,1443,17,16,106
01111000600,1364,931,351,82,0,0,1011,20,263,2,8,60
01127020100,2430,1082,793,555,0,0,1586,37,673,9,9,116
01127020200,2857,1792,436,629,0,0,2461,51,150,26,24,145
01127020301,2811,1847,455,509,0,0,2389,47,184,37,9,145
01127020302,2224,1471,304,449,0,0,1962,21,86,26,6,123
01127020400,1541,666,488,387,0,0,998,27,430,7,12,67
01127020600,1633,1042,159,432,0,0,1459,22,27,13,8,104
01127020700,2352,1531,200,621,0,0,2126,33,28,26,5,134
01127020801,1663,983,255,425,0,0,1408,24,157,7,2,65
01127020802,2325,1580,197,548,0,0,2128,20,15,8,8,146
01127020900,3669,2342,339,988,0,0,3368,59,20,22,14,186
01127021000,2430,1398,246,786,0,0,2258,29,15,16,5,107
01127021100,2372,1358,287,727,0,0,2085,39,103,8,17,120
01127021200,2250,1414,206,630,0,0,2034,24,20,8,9,155
01127021300,2521,1565,351,605,0,0,2165,25,135,8,8,180
01127021400,2620,1616,395,609,0,0,2206,24,222,17,5,146
01127021500,2207,1287,371,549,0,0,1835,42,171,8,17,134
01127021600,1223,618,252,353,0,0,988,9,154,11,8,53
01127021700,3280,1894,515,871,0,0,2718,24,299,19,28,192
01127021800,2373,1326,276,771,0,0,2100,25,110,10,12,116
01127021900,1490,858,142,490,0,0,1323,22,48,5,14,78
01065040000,2706,1394,1176,136,0,0,1653,28,887,13,25,100
01065040100,1261,573,636,52,0,0,668,4,547,4,4,34
01065040200,1234,512,695,27,0,0,530,3,608,2,0,91
01065040300,1691,210,1462,19,0,0,236,0,1433,1,1,20
01065040401,1994,483,1483,28,0,0,605,14,1322,6,8,39
01065040402,1766,187,1558,21,0,0,257,4,1475,3,3,24
01065040500,1258,335,902,21,0,0,372,4,851,1,4,26
01075030000,3425,2628,654,143,0,0,2829,28,442,9,8,109
01075030101,2390,1879,410,101,0,0,1949,17,304,3,10,107
01075030102,1576,1256,245,75,0,0,1323,35,116,8,14,80
01075030200,3034,2446,483,105,0,0,2557,20,346,18,8,85
01033020100,2372,712,915,745,0,0,1703,37,508,14,14,96
01033020200,1194,359,431,404,0,0,861,24,233,5,13,58
01033020300,1498,203,917,378,0,0,609,18,814,7,7,43
01033020400,1161,633,303,225,0,0,1010,25,67,8,8,43
01033020500,3623,1600,927,1096,0,0,3013,54,350,18,27,161
01033020600,3084,935,1446,703,0,0,1806,39,1088,17,24,110
01033020703,5172,2306,1577,1289,0,0,3771,90,977,67,42,225
01033020704,3330,1521,984,825,0,0,2572,60,491,25,26,156
01033020705,1080,457,385,238,0,0,748,26,257,1,6,42
01033020706,3709,1945,883,881,0,0,2950,78,437,36,21,187
01033020801,3146,1358,1045,743,0,0,2314,45,579,20,36,152
01033020802,2474,985,732,757,0,0,1861,41,442,9,15,106
01033020901,2728,1303,426,999,0,0,2411,53,101,10,16,137
01033020902,3214,1505,673,1036,0,0,2745,52,244,11,17,145
01033021000,2641,1120,585,936,0,0,2184,33,282,5,23,114
01019955701,2482,1110,406,966,0,0,2112,25,190,6,12,137
01019955702,2632,1468,270,894,0,0,2453,19,14,12,10,124
01019955801,1569,799,283,487,0,0,1308,47,90,2,11,111
01019955802,2251,1331,259,661,0,0,2046,26,18,19,22,120
01019955900,2753,1618,431,704,0,0,2413,20,184,16,14,106
01019956000,3160,1738,460,962,0,0,2825,28,145,19,12,131
01019956101,1257,709,128,420,0,0,1162,17,14,6,8,50
01019956102,1786,972,315,499,0,0,1523,14,162,8,4,75
01035960200,912,277,620,15,0,0,432,6,431,0,7,36
01035960300,1511,875,579,57,0,0,1028,14,411,1,13,44
01035960400,2130,958,1116,56,0,0,1124,12,930,4,3,57
01035960500,1842,580,1222,40,0,0,885,19,874,17,8,39
01035960600,3004,850,2101,53,0,0,1144,24,1756,3,19,58
01113030200,1096,300,762,34,0,0,337,14,704,1,5,35
01113030300,1899,892,900,107,0,0,1091,59,637,14,14,84
01113030402,2267,1311,840,116,0,0,1522,96,521,17,15,96
01113030403,1959,942,922,95,0,0,1081,86,696,11,11,74
01113030404,1486,883,525,78,0,0,1037,43,317,11,13,65
01113030500,1493,758,648,87,0,0,896,54,466,15,12,50
01113030601,2000,286,1658,56,0,0,331,73,1550,5,8,33
01113030602,2488,479,1961,48,0,0,514,100,1814,5,13,42
01113030700,2225,424,1752,49,0,0,483,64,1631,6,7,34
01113030800,2194,106,2078,10,0,0,83,21,2076,3,2,9
01113030903,3027,637,2304,86,0,0,743,108,2093,11,7,65
01113030904,1761,535,1163,63,0,0,588,108,981,7,19,58
01113030905,1762,711,953,98,0,0,781,162,723,5,18,73
01113030906,2291,1459,704,128,0,0,1658,59,438,16,17,103
01113030907,2084,1257,692,135,0,0,1458,39,479,8,12,88
01113031000,2794,1779,872,143,0,0,1970,61,594,14,15,140
01113031100,1435,316,1106,13,0,0,320,5,1082,1,2,25
01113031200,2891,1465,1306,120,0,0,1595,65,1079,10,16,126
01125010101,2899,2144,682,73,0,0,2393,57,120,88,62,179
01125010102,3019,2524,335,160,0,0,2764,32,54,18,16,135
01125010104,2323,1924,267,132,0,0,2044,13,136,5,16,109
01125010105,2258,1916,228,114,0,0,2038,32,80,15,14,79
01125010201,2673,2081,453,139,0,0,2268,37,223,16,15,114
01125010203,2155,1843,239,73,0,0,1998,28,36,8,5,80
01125010204,3421,2243,930,248,0,0,2668,75,436,25,42,175
01125010205,3939,2984,781,174,0,0,3221,76,394,30,28,190
01125010206,3550,2129,1293,128,0,0,2447,68,788,44,17,186
01125010302,2388,1781,476,131,0,0,1955,69,250,6,13,95
01125010303,2717,1544,1089,84,0,0,1637,14,954,22,9,81
01125010304,2653,1639,897,117,0,0,1810,59,643,25,18,98
01125010305,2590,1931,521,138,0,0,2147,46,278,13,19,87
01125010403,2398,1048,1240,110,0,0,1238,52,969,25,17,97
01125010404,1537,442,1030,65,0,0,613,25,839,8,11,41
01125010405,3017,2099,803,115,0,0,2319,90,288,65,61,194
01125010406,3440,2456,854,130,0,0,2876,52,190,61,41,220
01125010407,2459,1362,947,150,0,0,1709,31,554,17,16,132
01125010500,1405,403,968,34,0,0,442,26,906,0,4,27
01125010601,3466,2666,496,304,0,0,2948,60,218,8,16,216
01125010603,3667,2838,631,198,0,0,3026,53,383,16,28,161
01125010604,4008,3223,513,272,0,0,3485,51,221,9,25,217
01125010703,2018,1456,423,139,0,0,1597,32,266,7,15,101
01125010704,3316,1861,1303,152,0,0,2092,35,1047,16,14,112
01125010705,2140,1057,1009,74,0,0,1134,33,887,10,10,66
01125010706,2796,2109,515,172,0,0,2308,56,243,10,24,155
01125010707,2589,2007,422,160,0,0,2192,22,248,5,6,116
01125010802,3171,1625,1401,145,0,0,1892,70,973,36,51,149
01125010803,1540,529,932,79,0,0,633,28,797,2,12,68
01125010804,1613,941,600,72,0,0,1083,41,408,10,8,63
01125011200,1976,656,558,762,0,0,1379,64,288,24,28,193
01125011401,1571,657,268,646,0,0,1280,25,83,12,13,158
01125011402,1858,863,398,597,0,0,1516,45,75,13,27,182
01125011600,2155,353,1609,193,0,0,637,24,1400,14,12,68
01125011701,1537,18,1517,2,0,0,15,5,1514,1,2,0
01125011703,3024,50,2965,9,0,0,58,3,2946,1,4,12
01125011800,2554,95,2096,363,0,0,412,32,2022,1,19,68
01125011901,1839,546,1053,240,0,0,930,40,729,18,12,110
01125011902,1351,95,1091,165,0,0,275,16,1009,11,9,31
01125012001,935,350,398,187,0,0,571,39,215,16,21,73
