BlockGroupID,total_reg,party_rep,party_dem,party_npp,party_rin,party_lib,party_grn,party_lbl,party_con,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_93,eth2_30,eth2_10,eth2_23,eth2_81,eth2_21,eth2_34,eth2_14,eth2_12,eth2_66,eth2_61,eth2_85,eth2_35,eth2_32,eth2_55,eth2_29,eth2_83,eth2_33,eth2_38,eth2_59,eth2_26,eth2_19,eth2_unk
040130820022,1123,205,480,395,32,8,3,0,0,0,0,527,407,65,14,20,90,527,404,65,9,2,6,0,4,6,0,2,3,0,1,0,1,0,0,2,0,1,0,0,0,90
040130820023,829,162,325,302,32,5,3,0,0,0,0,355,401,17,7,8,41,355,397,16,4,2,1,1,0,1,2,2,4,0,0,0,1,0,0,1,0,0,0,0,0,41
040130820071,950,174,436,298,30,10,1,0,0,1,0,331,516,24,19,15,45,331,513,24,8,7,2,0,3,1,4,2,3,0,4,0,0,0,0,0,1,1,0,0,1,45
040130820072,946,148,462,295,34,6,0,1,0,0,0,221,651,4,17,7,46,221,649,4,3,3,2,1,5,3,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,46
040130820081,857,128,413,274,34,5,2,1,0,0,0,236,545,22,8,13,33,236,541,21,2,3,0,0,2,4,0,2,4,3,1,1,0,0,0,0,2,0,0,0,1,33
040130820082,647,76,312,225,27,7,0,0,0,0,0,162,437,16,5,7,20,162,434,16,7,2,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20
040130820083,691,99,337,232,17,5,0,0,0,1,0,188,418,13,18,16,38,188,417,13,13,6,2,0,7,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,38
040130820091,922,170,371,331,39,10,0,1,0,0,0,253,594,14,3,14,44,253,588,14,8,1,0,1,1,5,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,44
040130820092,1028,134,493,358,33,8,1,1,0,0,0,274,683,15,11,11,34,274,680,15,3,2,4,1,2,1,0,2,3,0,4,2,0,0,0,0,0,0,0,0,0,34
040130820101,802,100,380,292,24,6,0,0,0,0,0,241,491,19,10,5,36,241,488,19,0,3,2,1,1,1,3,1,3,0,1,0,0,0,0,0,2,0,0,0,0,36
040130820102,938,123,436,335,33,9,1,1,0,0,0,224,626,21,11,12,44,224,623,20,11,5,0,0,1,0,0,4,3,0,1,0,0,0,0,0,0,0,0,1,0,44
040130820121,951,186,400,324,28,13,0,0,0,0,0,368,417,34,25,14,93,368,414,31,6,4,4,0,8,2,2,2,3,0,0,0,0,2,0,1,2,0,1,2,1,93
040130820122,1474,310,585,508,51,18,1,0,0,1,0,539,722,44,63,22,84,539,717,44,12,16,15,1,27,2,2,3,5,0,6,0,0,0,0,0,0,1,0,0,0,84
040130820123,837,165,365,265,34,7,1,0,0,0,0,312,434,31,9,14,37,312,434,31,8,3,0,0,4,0,2,0,0,0,0,2,1,0,0,0,1,1,0,0,0,37
040130820161,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
040130820162,1780,341,766,614,51,7,0,0,0,1,0,648,820,67,77,50,118,648,817,66,21,23,16,0,24,5,9,3,3,1,14,2,1,1,3,0,1,0,0,0,0,118
040130820171,589,68,288,215,14,3,0,1,0,0,0,150,308,51,16,24,40,150,308,51,19,3,2,1,8,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,40
040130820172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
040130820173,1493,215,680,555,32,9,1,1,0,0,0,497,668,127,34,60,107,497,661,127,39,6,9,0,14,5,2,1,7,3,5,3,1,0,1,2,1,0,0,1,1,107
040130820181,1257,139,644,416,43,12,2,1,0,0,0,334,797,35,22,32,37,334,792,35,17,11,0,3,8,3,3,0,5,1,0,2,1,0,1,2,1,0,0,0,0,37
040130820182,936,109,470,325,25,5,2,0,0,0,0,236,577,36,23,19,45,236,572,36,6,13,1,4,6,5,2,1,5,0,2,0,0,0,1,0,0,0,0,0,0,45
040130820191,686,239,263,152,28,2,1,0,0,1,0,409,142,22,42,18,53,409,141,22,9,11,11,1,15,6,0,2,1,0,1,0,0,0,1,0,0,0,0,0,2,53
040130820192,892,240,361,246,39,5,0,1,0,0,0,428,309,22,38,17,78,428,308,22,7,9,8,2,11,3,3,6,1,0,2,1,0,0,1,0,0,0,0,0,0,78
040130820201,1170,371,431,319,38,10,1,0,0,0,0,642,361,31,38,19,79,642,359,29,9,12,5,0,15,3,2,3,2,2,1,0,2,1,0,1,0,0,0,1,0,79
040130820202,1414,420,506,421,57,8,1,0,0,1,0,689,496,28,72,43,86,689,495,28,18,21,5,0,30,9,3,9,1,2,7,0,3,0,1,0,0,2,0,0,0,86
040130820211,883,200,350,300,24,7,0,1,0,1,0,332,427,54,22,12,36,332,427,54,6,7,4,0,9,0,1,0,0,1,0,1,2,0,1,1,0,0,0,0,0,36
040130820212,432,139,163,112,17,1,0,0,0,0,0,203,191,1,12,5,20,203,190,1,3,5,0,0,2,0,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,20
040130820221,1648,351,701,518,53,23,1,0,0,1,0,615,785,49,63,20,116,615,783,49,14,19,11,0,23,3,3,4,2,0,0,0,0,0,0,3,0,0,0,1,0,116
040130820222,715,137,263,292,20,2,1,0,0,0,0,319,270,58,6,10,52,319,269,55,7,4,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,52
040130820231,792,234,301,223,31,2,1,0,0,0,0,357,289,29,33,19,65,357,289,28,7,7,6,0,16,6,0,2,0,1,2,0,0,1,2,0,0,0,0,0,0,65
040130820232,1265,315,539,357,46,7,0,0,0,1,0,523,522,26,62,36,96,523,522,26,18,10,7,2,37,2,5,3,0,0,3,1,1,3,4,0,1,1,0,0,0,96
040130820233,1144,274,435,377,43,13,0,1,0,1,0,507,453,44,36,22,82,507,453,44,13,7,10,0,9,1,4,2,0,0,5,0,2,0,0,1,0,0,0,3,0,82
040130820241,869,194,330,306,29,10,0,0,0,0,0,361,365,17,26,33,67,361,364,17,20,7,0,0,15,3,0,0,1,3,3,3,1,0,0,0,0,0,0,2,2,67
040130820242,1495,252,599,583,45,13,2,0,0,1,0,565,661,107,38,27,97,565,660,105,15,10,2,3,13,1,1,6,1,1,1,0,0,1,3,1,0,1,0,3,3,97
040130820251,1552,339,614,541,43,12,1,1,0,1,0,630,667,86,33,32,104,630,667,85,14,6,5,1,10,5,3,4,0,0,4,3,0,2,0,1,0,0,2,3,2,104
040130820261,1406,302,604,447,32,16,4,0,0,1,0,673,516,62,33,33,89,673,515,60,17,5,10,1,9,4,4,0,1,0,3,0,1,0,1,2,0,1,3,3,0,89
040130820262,884,142,404,303,26,7,2,0,0,0,0,333,435,37,14,24,41,333,435,36,13,2,5,1,4,3,2,0,0,0,6,1,0,0,0,0,0,0,0,1,0,41
040130820263,979,182,434,337,19,6,1,0,0,0,0,349,433,67,33,24,73,349,432,67,15,5,6,2,8,2,4,2,1,1,2,0,0,0,0,1,0,0,0,2,1,73
040130820271,675,89,280,283,16,6,1,0,0,0,0,238,277,60,13,21,66,238,276,59,9,3,4,0,3,2,0,2,1,1,2,3,2,0,0,0,2,0,0,0,1,66
040130820272,278,50,135,87,5,1,0,0,0,0,0,99,144,12,6,2,15,99,143,12,0,1,0,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15
040130820273,1461,236,633,545,39,6,0,1,0,1,0,453,711,85,67,37,108,453,708,85,17,28,19,3,11,2,3,4,3,0,4,0,4,0,1,1,5,0,0,2,0,108
040130820281,755,101,349,269,26,10,0,0,0,0,0,238,405,30,12,19,51,238,404,29,8,3,2,3,4,3,2,1,1,0,0,2,0,0,0,3,0,0,0,0,0,51
040130820282,1095,141,525,378,32,15,2,2,0,0,0,246,750,24,18,11,46,246,744,24,5,2,9,0,7,4,0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,46
040130822041,1707,200,854,593,50,9,0,1,0,0,0,398,1091,65,37,24,92,398,1088,63,16,9,4,1,18,4,2,1,3,0,1,0,0,0,1,1,0,0,0,0,0,92
040130822042,637,125,279,209,21,1,0,0,0,2,0,271,283,25,5,1,52,271,282,25,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52
040130822043,886,106,418,318,34,8,2,0,0,0,0,225,552,42,3,20,44,225,546,41,10,0,1,1,1,3,0,0,6,0,4,0,0,1,0,1,0,0,0,0,0,44
040130822051,1015,128,488,359,29,9,2,0,0,0,0,286,603,47,15,16,48,286,600,47,10,6,1,0,5,2,2,0,3,0,0,0,0,0,3,1,0,0,0,0,1,48
040130822052,497,54,256,170,10,5,1,1,0,0,0,123,317,24,2,10,21,123,316,24,8,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,21
040130822053,1083,169,512,357,40,4,1,0,0,0,0,316,634,50,14,14,55,316,632,50,7,4,2,0,2,4,1,1,2,1,0,0,0,0,0,1,0,0,0,1,3,55
040130822061,510,81,237,177,9,4,1,1,0,0,0,114,335,11,20,5,25,114,331,11,2,4,5,3,8,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,25
040130822062,575,75,280,209,7,3,0,1,0,0,0,139,357,26,15,12,26,139,357,26,9,2,1,0,3,0,5,2,0,0,1,1,0,0,0,0,1,0,0,0,2,26
040130822063,905,109,442,315,30,8,1,0,0,0,0,210,549,49,20,16,61,210,548,49,14,11,1,0,4,0,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,61
040130822071,516,114,203,176,17,6,0,0,0,0,0,185,299,2,5,2,23,185,298,2,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,23
040130822072,981,149,447,340,33,10,2,0,0,0,0,249,625,45,9,13,40,249,620,45,9,3,0,2,2,1,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,40
040130822081,1025,131,471,386,34,2,1,0,0,0,0,137,821,7,6,12,42,137,814,7,8,3,2,0,0,1,1,0,7,0,1,0,0,0,0,2,0,0,0,0,0,42
040130822082,457,84,203,157,11,2,0,0,0,0,0,137,265,8,6,6,35,137,264,7,2,0,0,1,3,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,35
040130822083,275,94,92,78,10,1,0,0,0,0,0,107,149,0,1,4,14,107,148,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,14
040130822091,354,41,176,129,6,2,0,0,0,0,0,66,274,3,0,1,10,66,273,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
040130822092,694,85,353,228,22,5,1,0,0,0,0,68,608,0,3,5,10,68,607,0,0,1,2,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,10
040130822101,1006,149,478,347,26,4,1,0,0,1,0,339,556,34,12,20,45,339,555,33,12,6,1,0,0,3,2,1,1,0,1,0,1,1,0,0,0,1,0,0,0,45
040130822102,386,60,181,139,3,3,0,0,0,0,0,124,208,21,6,5,22,124,207,21,2,3,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,22
040130822103,1119,189,483,411,30,6,0,0,0,0,0,312,644,73,12,18,60,312,644,72,13,4,2,0,5,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,60
040130822111,367,66,182,102,15,2,0,0,0,0,0,125,196,18,7,5,16,125,194,18,4,2,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,16
040130822112,1415,287,631,442,42,13,0,0,0,0,0,467,765,24,38,24,97,467,760,23,11,7,7,7,12,1,2,6,5,0,3,0,0,0,1,1,0,0,0,0,2,97
040130822113,1084,217,461,369,30,6,1,0,0,0,0,396,548,41,23,17,59,396,543,38,5,6,4,4,7,2,2,1,5,0,2,0,0,0,1,0,0,0,0,3,0,59
040130822114,1197,177,532,449,33,6,0,0,0,0,0,363,615,81,29,23,86,363,614,78,12,9,3,2,12,1,3,1,1,0,6,0,0,0,0,2,0,0,0,0,0,86
040130822121,1426,200,706,477,31,9,2,0,0,1,0,415,819,78,16,32,66,415,813,78,18,0,5,0,4,2,3,2,6,0,8,1,0,0,2,0,0,0,1,0,1,66
040130822122,1455,203,658,541,39,11,1,1,0,1,0,430,820,66,33,26,80,430,815,66,8,4,11,1,6,6,6,4,5,0,5,1,3,0,0,0,1,0,0,0,1,80
040130822131,640,74,302,243,17,4,0,0,0,0,0,158,388,25,24,5,40,158,387,25,3,4,6,0,6,1,1,0,1,0,0,0,0,0,0,0,0,1,0,5,0,40
040130822132,1245,164,615,416,34,14,1,0,0,1,0,352,731,40,14,24,84,352,728,40,10,2,2,2,5,3,2,0,3,2,4,1,0,0,0,2,0,0,0,0,0,84
040130822133,916,133,437,310,28,8,0,0,0,0,0,221,593,36,12,9,45,221,592,34,1,3,4,0,1,2,1,0,1,0,2,1,2,1,0,0,0,0,0,0,0,45
040130830001,690,70,342,260,13,4,0,0,0,1,0,211,398,24,7,9,41,211,397,23,4,2,3,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,41
040130830002,1231,133,688,356,43,10,1,0,0,0,0,258,909,14,3,1,46,258,908,14,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46
040130830003,26,5,8,13,0,0,0,0,0,0,0,18,6,0,0,1,1,18,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
040130830004,790,134,420,210,21,5,0,0,0,0,0,180,554,5,6,11,34,180,554,5,7,0,4,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,34
040130830005,625,61,352,185,24,2,0,1,0,0,0,64,538,3,2,2,16,64,538,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16
040130923051,1344,415,443,395,70,18,2,0,0,1,0,820,310,14,32,49,119,820,308,14,28,10,6,0,9,3,3,2,2,0,7,3,0,0,1,1,0,1,1,0,1,119
040130923052,998,324,302,318,42,11,1,0,0,0,0,591,256,9,14,32,96,591,253,8,17,9,1,6,1,0,0,2,3,1,1,0,0,1,2,0,0,1,2,0,0,96
040130923061,903,309,288,249,50,6,1,0,0,0,0,557,206,13,33,25,69,557,203,13,17,10,3,0,10,1,2,2,3,3,0,0,2,0,0,0,0,0,0,5,1,69
040130923062,1048,340,316,331,52,7,1,1,0,0,0,596,289,16,25,39,83,596,289,16,30,12,2,1,5,1,1,2,0,1,1,2,1,0,0,1,1,0,0,2,1,83
040130923063,1045,376,365,248,47,6,2,0,0,1,0,660,212,6,61,30,76,660,210,6,8,29,1,1,22,3,5,4,2,3,1,3,5,1,2,0,0,1,0,0,0,76
040130923064,1124,381,330,333,63,17,0,0,0,0,0,710,253,8,15,30,108,710,250,8,17,6,0,0,7,6,0,1,3,1,0,2,1,1,0,0,1,0,0,0,0,108
040130923071,921,259,311,306,36,4,3,0,0,2,0,503,220,37,51,20,90,503,218,37,13,19,5,1,12,2,14,1,2,0,0,0,0,1,1,2,0,0,0,0,0,90
040130923072,583,111,230,202,31,8,1,0,0,0,0,274,139,32,46,39,53,274,137,32,15,15,2,3,19,1,2,5,2,7,2,1,1,0,3,1,1,0,3,2,1,53
040130923073,1246,409,412,359,54,10,2,0,0,0,0,654,343,25,91,47,86,654,343,25,21,19,6,5,47,5,8,7,0,1,4,2,4,0,0,0,4,0,1,0,1,86
040130923074,807,249,280,230,37,9,2,0,0,0,0,440,251,11,24,10,71,440,251,11,5,6,9,1,3,0,1,5,0,1,1,0,0,0,1,0,0,1,0,0,0,71
040130923081,1093,404,356,270,48,13,1,1,0,0,0,655,263,16,38,30,91,655,260,16,17,10,1,0,16,5,1,8,3,3,0,1,2,0,1,0,0,1,0,2,0,91
040130923082,1025,258,377,317,58,12,3,0,0,0,0,564,279,52,13,18,99,564,278,52,4,4,1,0,5,5,1,0,1,0,1,1,2,1,0,0,0,0,3,1,1,99
040130923083,851,295,282,217,51,6,0,0,0,0,0,519,203,15,22,31,61,519,199,15,17,3,1,0,14,5,2,2,4,0,3,0,2,1,0,0,1,0,1,0,0,61
040130923084,966,276,331,296,46,16,1,0,0,0,0,498,348,13,19,27,61,498,347,13,15,8,0,1,7,2,2,1,1,0,4,0,0,0,1,0,1,1,0,0,0,61
040130923091,877,287,327,217,35,9,2,0,0,0,0,485,254,9,50,24,55,485,253,9,11,18,1,0,23,5,2,4,1,1,0,0,3,2,0,1,0,0,1,1,0,55
040130923092,888,281,297,253,43,14,0,0,0,0,0,566,182,27,8,29,76,566,181,27,18,2,2,0,2,5,1,1,1,4,0,1,0,1,0,0,0,0,0,0,0,76
040130923093,1093,372,383,285,45,8,0,0,0,0,0,654,298,14,31,17,79,654,296,14,9,14,1,0,5,5,5,2,2,0,0,0,1,0,0,0,2,0,0,4,0,79
040130923094,619,212,231,135,32,9,0,0,0,0,0,346,197,7,8,8,53,346,192,6,0,1,2,0,2,2,0,3,5,1,2,0,0,0,0,1,0,2,0,0,0,53
040130923111,478,93,162,201,15,4,1,2,0,0,0,273,117,26,6,20,36,273,116,26,11,2,0,4,4,0,0,0,1,0,2,1,0,1,0,1,0,0,0,0,0,36
040130923112,881,150,373,317,30,9,0,1,0,1,0,425,303,47,11,16,79,425,299,47,10,1,2,1,5,3,3,0,4,1,0,0,0,0,0,0,1,0,0,0,0,79
040130923121,650,195,248,181,22,3,1,0,0,0,0,378,133,34,32,24,49,378,133,33,15,15,1,0,10,1,0,1,0,3,2,0,0,0,0,0,2,0,1,0,1,49
040130923122,1069,417,320,275,52,5,0,0,0,0,0,712,155,23,34,31,114,712,154,23,21,12,8,1,5,0,3,5,1,1,0,1,1,0,1,1,1,1,2,0,0,114
040130923123,587,119,187,256,17,6,1,1,0,0,0,310,158,48,12,12,47,310,158,48,6,4,2,0,1,2,3,1,0,0,1,1,0,1,1,0,0,0,0,1,0,47
040130923124,726,155,273,271,19,7,0,0,0,1,0,331,190,72,35,19,79,331,190,72,10,11,6,1,13,3,1,2,0,0,1,0,0,0,3,0,0,1,0,0,2,79
040130924011,510,89,180,222,11,7,1,0,0,0,0,270,128,37,11,9,55,270,128,36,6,2,0,1,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,55
040130924012,639,128,275,200,28,5,2,1,0,0,0,264,273,9,19,18,56,264,271,9,10,2,0,1,11,1,3,2,2,0,0,3,2,0,1,0,0,0,0,0,0,56
040130924013,1006,283,345,330,34,12,1,1,0,0,0,505,350,59,13,10,69,505,349,59,8,7,0,1,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,69
040130924021,697,218,252,190,29,7,0,1,0,0,0,365,223,17,25,14,53,365,221,17,6,12,1,0,9,2,1,0,2,0,2,0,1,1,0,2,0,0,0,0,0,53
040130924022,505,99,214,168,18,4,2,0,0,0,0,240,143,56,5,16,45,240,143,56,9,1,1,5,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,45
040130924023,601,189,248,144,17,3,0,0,0,0,0,289,201,14,35,16,46,289,199,14,8,3,1,0,27,2,3,0,2,0,1,1,0,0,0,0,0,3,1,0,0,46
040130925001,881,243,349,251,31,4,3,0,0,0,0,417,242,25,80,45,72,417,239,25,21,26,6,0,35,8,3,5,3,1,7,1,2,0,0,0,1,0,1,4,0,72
040130925002,748,163,300,249,30,6,0,0,0,0,0,321,333,9,5,23,57,321,332,9,14,0,0,1,2,5,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,57
040130925003,436,90,186,136,16,7,0,0,0,1,0,176,221,2,5,6,26,176,220,2,1,0,1,1,2,1,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,26
040130925004,542,193,207,119,18,5,0,0,0,0,0,277,179,4,17,20,45,277,179,4,16,5,1,0,7,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,45
040130926001,417,114,152,124,23,2,1,1,0,0,0,169,160,16,8,9,55,169,160,16,6,2,2,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,55
040130926002,421,52,169,180,16,2,1,0,0,1,0,148,231,3,7,5,27,148,231,3,4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,27
040130926003,244,50,85,93,12,4,0,0,0,0,0,111,105,4,3,1,20,111,103,4,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,20
040130927051,927,179,378,329,37,4,0,0,0,0,0,329,353,63,48,36,98,329,352,61,19,9,0,2,24,3,6,5,1,1,7,0,0,2,1,0,0,0,0,3,0,98
040130927052,1032,167,432,389,35,7,0,0,0,2,0,325,462,49,58,40,98,325,458,49,21,7,6,4,34,3,4,4,4,2,1,0,2,0,0,0,2,0,1,0,1,98
040130927081,94,20,36,31,6,0,1,0,0,0,0,51,31,9,0,0,3,51,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
040130927082,1049,440,287,272,39,9,0,2,0,0,0,689,222,8,20,26,84,689,221,8,9,7,4,0,5,7,2,0,1,1,0,3,0,5,0,0,0,0,0,1,0,84
040130927091,1083,354,335,342,43,5,4,0,0,0,0,563,384,9,23,20,84,563,383,9,8,6,1,0,8,1,3,0,1,4,1,2,0,0,0,1,0,0,0,1,3,84
040130927092,870,265,300,265,29,11,0,0,0,0,0,487,236,6,42,18,81,487,235,6,12,12,17,1,10,0,2,1,1,1,1,0,0,0,2,1,0,0,0,0,0,81
040130927093,910,305,300,257,35,13,0,0,0,0,0,497,258,5,29,21,100,497,258,5,11,5,7,0,8,1,2,3,0,1,4,3,0,0,1,0,0,0,0,3,0,100
040130927101,1523,382,606,475,51,8,0,0,0,1,0,688,620,44,50,30,91,688,619,44,12,11,9,2,16,2,10,1,1,0,11,0,0,0,0,1,1,1,0,1,0,91
040130927102,1635,505,567,478,73,10,2,0,0,0,0,796,641,31,42,18,107,796,635,31,9,11,4,0,20,7,2,2,6,0,1,1,0,0,0,0,0,0,0,0,0,107
040130927111,864,288,292,238,34,10,2,0,0,0,0,448,307,8,31,22,48,448,306,8,7,5,4,5,19,3,1,0,1,2,1,0,0,3,0,0,0,0,0,0,2,48
040130927112,729,172,289,236,20,10,1,1,0,0,0,265,314,22,68,24,36,265,313,22,12,16,0,1,44,0,7,0,1,2,3,2,2,0,0,0,1,0,1,0,0,36
040130927121,1137,233,458,393,40,12,1,0,0,0,0,472,482,52,29,30,72,472,480,52,16,5,3,0,14,1,1,2,2,1,8,1,1,0,1,1,0,0,0,2,1,72
040130927122,1534,381,593,489,51,20,0,0,0,0,0,573,717,44,79,29,92,573,709,44,22,26,10,0,29,3,7,2,8,0,0,1,1,0,2,0,0,0,0,1,0,92
040130927131,1141,271,453,363,48,4,2,0,0,0,0,490,495,23,47,19,67,490,489,23,8,8,2,0,31,2,1,5,6,0,3,2,0,0,0,1,2,0,0,0,0,67
040130927132,1389,293,581,452,48,13,1,1,0,0,0,486,700,37,63,24,79,486,700,37,13,13,7,5,32,0,2,4,0,0,4,0,0,0,0,2,0,0,0,0,3,79
040130927151,424,66,191,144,19,4,0,0,0,0,0,125,253,12,4,2,28,125,252,12,0,1,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,28
040130927152,571,84,239,215,25,8,0,0,0,0,0,221,299,18,8,4,21,221,299,18,3,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21
040130927153,867,183,353,286,35,10,0,0,0,0,0,275,457,17,33,15,70,275,454,17,6,6,4,0,18,0,2,2,3,0,4,0,2,3,0,0,0,0,0,0,0,70
040130927161,650,130,307,188,21,4,0,0,0,0,0,193,378,23,11,11,34,193,376,23,1,3,0,1,3,3,4,0,2,0,0,0,4,0,1,1,0,0,0,0,0,34
040130927162,828,155,377,252,36,7,1,0,0,0,0,260,467,21,10,19,51,260,466,21,15,4,1,1,4,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,51
040130927163,510,92,231,163,22,2,0,0,0,0,0,159,314,5,2,3,27,159,314,5,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
040130927171,955,153,405,358,31,6,1,0,0,1,0,346,378,104,17,33,77,346,376,103,21,5,2,6,7,3,1,2,2,0,0,1,1,0,1,0,0,0,0,0,0,77
040130927172,1070,227,447,357,28,10,1,0,0,0,0,368,508,27,98,18,51,368,506,27,10,27,1,2,64,0,2,3,2,0,0,0,2,0,2,0,0,0,0,0,0,51
040130927181,718,182,275,220,34,7,0,0,0,0,0,280,331,21,20,9,57,280,328,20,6,6,0,0,4,1,2,3,3,0,0,0,0,2,0,0,0,0,0,1,0,57
040130927182,763,113,317,301,26,5,0,0,0,1,0,253,319,31,58,27,75,253,317,30,18,13,1,1,29,3,5,4,2,1,0,0,1,1,1,0,1,0,0,0,1,75
040130927191,1351,332,517,444,43,13,2,0,0,0,0,721,428,73,24,19,86,721,425,73,6,7,6,0,4,4,2,2,3,0,7,0,0,0,1,1,0,0,0,0,0,86
040130927192,1289,304,470,427,76,10,0,1,0,1,0,546,556,39,35,22,91,546,555,38,12,12,7,2,8,2,2,2,1,1,2,1,0,1,0,0,1,0,0,3,1,91
040130927201,672,148,260,247,13,4,0,0,0,0,0,386,169,33,13,12,59,386,169,33,7,2,6,1,3,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,59
040130927202,812,188,365,223,28,7,1,0,0,0,0,334,382,16,28,15,37,334,378,16,4,7,2,0,17,4,1,0,4,0,2,0,0,0,1,3,0,0,0,1,0,37
040130927203,986,307,321,303,37,16,2,0,0,0,0,598,256,30,18,19,65,598,256,30,13,1,5,0,9,2,3,0,0,1,0,0,0,0,0,1,0,0,2,0,0,65
040130927204,710,187,235,257,19,9,2,1,0,0,0,358,192,55,23,24,58,358,191,54,10,5,3,0,9,1,2,4,1,1,4,0,1,3,0,2,1,1,0,0,0,58
040130927211,1233,388,389,401,37,17,0,1,0,0,0,527,420,14,89,62,121,527,420,13,34,15,4,0,59,2,4,1,0,1,9,1,1,0,8,1,0,4,0,2,0,121
040130927212,802,288,247,234,31,2,0,0,0,0,0,374,218,21,88,34,67,374,217,21,24,16,19,0,35,8,11,4,1,0,1,0,0,0,1,0,0,0,0,0,3,67
040130927231,1356,400,458,433,47,16,1,1,0,0,0,847,317,29,31,29,103,847,315,29,12,6,4,3,6,3,6,5,2,1,0,6,1,1,0,0,0,2,0,1,0,103
040130927232,975,324,283,320,35,12,1,0,0,0,0,566,257,22,11,22,97,566,257,22,11,1,2,2,5,3,0,3,0,1,2,0,0,0,0,0,0,0,1,0,0,97
040130927241,990,281,318,343,37,8,3,0,0,0,0,614,237,6,13,20,100,614,236,6,6,4,1,0,5,5,2,0,1,0,3,1,4,0,1,0,0,0,0,0,0,100
040130927242,852,332,247,228,36,8,0,0,0,1,0,601,158,10,7,17,59,601,157,9,3,1,0,0,3,3,2,1,1,4,1,0,0,0,0,0,0,5,0,0,0,59
040130927243,708,252,232,185,28,11,0,0,0,0,0,428,199,3,15,11,52,428,198,3,7,6,2,0,5,0,1,1,1,0,1,0,0,0,1,0,0,2,0,0,0,52
040130928011,424,68,163,169,20,4,0,0,0,0,0,101,279,2,7,3,32,101,278,2,0,3,0,0,3,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,32
040130928012,320,50,138,115,16,1,0,0,0,0,0,100,171,17,3,6,23,100,168,17,6,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23
