BlockGroupID,total_reg,party_npp,party_dem,party_rep,party_rin,party_lib,party_grn,party_wfp,party_ind,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_93,eth2_30,eth2_23,eth2_10,eth2_34,eth2_66,eth2_21,eth2_14,eth2_55,eth2_35,eth2_12,eth2_61,eth2_85,eth2_29,eth2_33,eth2_32,eth2_57,eth2_38,eth2_59,eth2_unk
090091806021,1449,643,471,305,27,1,1,1,0,0,0,1103,155,49,15,8,119,1103,152,48,3,4,6,2,3,3,1,0,0,0,1,2,0,0,0,0,0,0,119
090091806022,1061,466,348,227,20,0,0,0,0,0,0,802,97,21,18,10,113,802,92,21,2,6,7,5,5,3,0,1,0,0,0,0,0,0,0,0,0,0,113
090091841011,675,346,222,101,5,0,1,0,0,0,0,539,31,2,17,18,68,539,30,2,5,6,7,2,1,2,1,0,3,0,2,1,1,0,1,0,1,0,68
090091841012,637,308,220,100,8,0,1,0,0,0,0,521,24,7,10,15,60,521,22,7,2,7,1,8,2,0,2,1,1,0,0,1,0,0,1,0,0,1,60
090091841013,660,306,222,125,7,0,0,0,0,0,0,516,24,3,13,17,87,516,22,3,2,4,5,5,2,1,1,1,2,2,3,0,0,0,0,0,1,3,87
090091841014,866,391,299,157,18,0,1,0,0,0,0,675,51,3,21,18,98,675,50,3,8,9,4,4,1,0,2,1,0,0,2,1,0,1,1,0,0,0,98
090091841015,1099,507,361,206,23,1,1,0,0,0,0,850,64,13,17,29,126,850,64,13,8,3,5,10,0,5,2,3,1,1,2,1,1,0,2,1,0,0,126
090091842001,771,380,255,125,8,3,0,0,0,0,0,508,64,10,66,45,78,508,57,10,25,35,16,8,7,9,2,2,1,0,3,0,2,0,0,1,0,1,78
090091842002,895,463,274,136,19,3,0,0,0,0,0,616,70,17,51,50,91,616,69,17,10,29,7,15,1,2,10,4,1,0,10,0,1,5,0,0,1,1,91
090091842003,1067,505,393,150,16,1,2,0,0,0,0,769,63,14,58,38,125,769,62,14,15,35,10,8,1,3,3,1,3,3,3,0,1,1,2,1,2,0,125
090091843001,1281,608,457,197,14,5,0,0,0,0,0,983,75,11,28,51,133,983,72,11,18,12,8,11,3,3,2,1,0,0,5,7,1,3,1,0,0,1,133
090091843002,645,265,290,84,5,1,0,0,0,0,0,526,14,2,7,20,76,526,11,2,7,0,3,10,3,3,0,2,0,1,0,0,0,1,0,0,0,0,76
090091843003,715,262,319,120,14,0,0,0,0,0,0,565,30,0,13,8,99,565,28,0,2,7,3,4,2,1,2,1,0,0,0,0,0,0,1,0,0,0,99
090091843004,757,330,286,126,11,3,1,0,0,0,0,615,30,4,12,17,79,615,27,3,2,1,6,6,3,3,0,1,0,2,1,0,1,3,2,1,0,0,79
090091844001,1542,688,508,323,19,4,0,0,0,0,0,1282,43,3,6,36,172,1282,40,3,11,0,3,7,3,2,0,3,1,1,5,0,0,4,1,0,2,1,172
090091844002,1352,538,513,271,25,3,2,0,0,0,0,1119,30,3,16,33,151,1119,28,3,10,1,9,7,2,2,1,5,8,2,1,0,0,2,0,0,0,0,151
090091845001,1246,615,369,250,10,0,2,0,0,0,0,999,58,2,27,29,131,999,54,2,10,11,8,6,4,4,4,3,2,0,2,0,0,4,0,2,0,0,131
090091845002,885,447,277,149,9,2,0,1,0,0,0,734,35,1,11,14,90,734,33,1,3,4,2,4,2,2,3,2,0,0,0,2,1,0,0,2,0,0,90
090091846001,1397,599,493,283,21,0,1,0,0,0,0,1164,60,2,16,24,131,1164,54,2,7,6,7,7,6,2,1,3,1,0,6,0,0,0,0,0,0,0,131
090091846002,1055,374,477,190,14,0,0,0,0,0,0,841,35,2,18,33,126,841,33,2,16,2,6,3,2,2,1,1,4,6,9,0,0,0,0,0,0,0,126
090091847001,880,413,271,186,8,1,1,0,0,0,0,670,54,2,38,26,90,670,51,2,16,10,16,2,3,8,2,1,0,1,0,1,1,1,1,0,1,2,90
090091847002,1894,940,548,374,30,2,0,0,0,0,0,1486,108,8,72,48,172,1486,99,8,25,35,17,7,9,15,2,5,0,2,1,2,1,0,1,0,2,0,172
090091847003,1842,878,590,352,21,0,1,0,0,0,0,1415,133,10,65,49,170,1415,127,10,19,27,22,17,6,5,10,1,5,0,3,0,0,1,0,0,1,1,170
090091861001,1077,580,220,264,13,0,0,0,0,0,0,880,39,6,11,13,128,880,33,6,3,3,3,3,6,0,0,1,0,5,1,0,0,0,0,0,5,0,128
090091861002,917,467,211,224,12,3,0,0,0,0,0,738,54,4,19,14,88,738,51,4,2,3,6,0,3,0,4,0,2,5,2,2,1,2,2,0,0,0,88
090091861003,815,433,194,181,7,0,0,0,0,0,0,658,50,1,5,18,83,658,46,1,9,4,1,3,4,0,0,0,1,0,2,0,0,3,0,0,0,0,83
090091861004,1117,509,326,271,9,1,1,0,0,0,0,895,66,2,6,29,119,895,57,2,3,3,1,17,9,1,0,3,0,1,2,0,0,2,0,0,2,0,119
090091861005,612,313,159,130,10,0,0,0,0,0,0,513,24,6,11,9,49,513,22,6,2,4,3,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,49
090091861006,617,309,158,132,13,5,0,0,0,0,0,490,35,2,10,17,63,490,34,2,9,2,3,1,1,1,0,2,2,4,3,0,0,0,0,0,0,0,63
090091862001,899,446,184,248,16,2,1,2,0,0,0,719,43,7,13,21,96,719,42,7,8,7,3,11,1,0,3,0,0,0,0,0,1,0,0,0,0,0,96
090091862002,1146,574,251,307,13,0,0,1,0,0,0,926,60,2,25,17,116,926,54,2,8,10,4,3,6,0,3,1,0,0,0,1,0,0,0,0,4,0,116
090091862003,1632,824,381,407,15,4,1,0,0,0,0,1354,65,4,11,25,173,1354,58,4,9,6,1,9,7,1,2,1,1,1,0,4,0,1,0,0,0,0,173
090091862004,1419,697,341,363,17,1,0,0,0,0,0,1182,78,4,10,35,110,1182,77,4,3,2,5,19,1,1,0,5,0,2,0,2,0,0,0,3,0,0,110
090091901001,900,316,416,157,9,1,1,0,0,0,0,743,31,0,10,9,107,743,31,0,1,3,5,4,0,0,2,0,0,0,1,0,0,0,2,0,0,0,107
090091901002,710,266,326,110,7,0,1,0,0,0,0,594,17,1,14,14,70,594,16,1,6,5,6,0,1,0,2,0,0,1,1,0,0,2,2,0,0,2,70
090091901003,954,377,390,173,14,0,0,0,0,0,0,788,44,1,27,15,79,788,41,1,4,16,5,2,3,0,0,0,3,5,0,1,1,1,2,0,1,0,79
090091902001,627,227,301,92,6,0,1,0,0,0,0,531,14,1,1,8,72,531,14,1,2,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,72
090091902002,795,284,357,146,8,0,0,0,0,0,0,638,21,1,15,14,106,638,21,1,4,6,6,2,0,1,1,4,3,1,0,0,0,0,0,0,0,0,106
090091902003,1262,470,545,233,11,2,1,0,0,0,0,984,52,1,42,32,151,984,50,1,10,20,13,8,2,0,5,3,1,2,4,3,1,0,0,0,0,0,151
090091903011,1995,809,719,427,34,5,1,0,0,0,0,1602,75,1,63,40,214,1602,74,1,17,23,30,12,1,0,6,1,3,1,2,0,0,2,1,0,1,1,214
090091903012,1339,526,504,294,12,3,0,0,0,0,0,1028,46,2,54,57,152,1028,42,2,16,16,28,15,4,2,3,5,3,1,4,0,1,1,4,4,0,0,152
090091903013,551,235,180,124,10,2,0,0,0,0,0,449,18,3,6,16,59,449,18,3,2,2,2,8,0,1,0,1,0,1,5,0,0,0,0,0,0,0,59
090091903014,1119,445,389,266,19,0,0,0,0,0,0,879,53,1,33,23,130,879,52,1,10,5,22,1,1,0,1,0,2,2,3,1,0,2,0,0,2,2,130
090091903021,748,310,274,154,9,1,0,0,0,0,0,590,33,2,16,17,90,590,33,2,5,1,11,6,0,0,3,0,0,0,3,2,0,1,0,0,0,0,90
090091903022,1183,516,394,254,14,1,3,0,0,1,0,976,62,1,13,12,119,976,57,1,2,1,10,5,5,2,0,2,0,0,1,2,0,0,0,0,0,0,119
090091903023,565,239,206,106,13,0,1,0,0,0,0,446,21,0,11,16,71,446,20,0,11,0,9,2,1,0,0,0,1,1,2,0,0,0,0,0,0,0,71
090091903024,442,212,128,97,4,0,1,0,0,0,0,342,26,0,16,4,54,342,25,0,1,1,10,2,1,0,4,0,0,1,1,0,0,0,0,0,0,0,54
090091903025,1142,428,482,215,14,2,1,0,0,0,0,881,42,3,34,19,163,881,38,3,8,6,14,4,4,2,10,0,0,2,1,1,0,0,0,0,0,3,163
090091903031,902,396,259,230,15,0,2,0,0,0,0,733,37,1,27,21,83,733,36,1,4,8,17,10,1,0,2,0,0,0,3,0,0,0,0,0,0,0,83
090091903032,884,377,285,200,19,2,1,0,0,0,0,712,23,0,23,14,112,712,23,0,5,0,13,4,0,2,0,3,2,8,0,0,0,0,0,0,0,0,112
090091903033,771,389,192,173,11,5,0,1,0,0,0,588,35,2,24,12,110,588,35,2,4,7,5,5,0,1,1,0,1,8,0,0,0,0,0,0,1,1,110
090091941011,958,332,294,313,15,2,1,0,0,1,0,795,23,3,16,18,103,795,23,3,3,4,5,4,0,0,4,1,0,3,2,2,0,0,6,0,0,0,103
090091941012,820,304,300,206,10,0,0,0,0,0,0,691,15,0,5,10,99,691,15,0,2,2,3,3,0,0,0,1,1,0,2,0,0,0,0,0,0,0,99
090091941021,696,284,228,175,7,0,1,1,0,0,0,551,20,2,11,12,100,551,19,2,2,3,5,8,1,0,2,1,0,1,0,0,0,0,0,0,0,1,100
090091941022,719,273,232,205,9,0,0,0,0,0,0,595,12,1,17,13,81,595,12,1,1,13,2,4,0,1,0,0,5,1,1,0,0,0,1,0,0,0,81
090091941023,1069,387,389,272,20,0,1,0,0,0,0,896,15,2,15,24,117,896,14,2,3,2,12,5,1,0,0,3,9,1,2,0,0,2,0,0,0,0,117
090091942011,1569,655,428,450,30,6,0,0,0,0,0,1293,41,0,43,37,155,1293,35,0,4,12,18,24,6,3,4,3,4,5,0,0,0,1,0,0,0,0,155
090091942012,1684,719,514,431,14,6,0,0,0,0,0,1316,61,7,52,54,194,1316,58,7,14,25,16,17,3,2,5,0,6,2,2,0,2,2,4,0,0,6,194
090091942013,1319,545,410,340,23,0,1,0,0,0,0,1056,39,1,30,34,159,1056,37,1,4,12,14,6,2,1,2,3,5,0,2,4,0,1,3,0,2,0,159
090091942014,1448,602,415,398,29,2,2,0,0,0,0,1191,46,0,47,25,139,1191,38,0,2,19,13,11,8,2,8,1,2,4,3,1,1,0,3,0,0,0,139
090091942021,1076,424,332,291,26,1,2,0,0,0,0,845,33,0,26,45,127,845,33,0,9,15,11,15,0,0,0,6,2,0,0,3,1,6,0,0,2,1,127
090091942022,756,322,228,197,8,0,0,1,0,0,0,590,21,0,32,29,84,590,19,0,12,11,19,6,2,1,0,6,2,0,0,0,1,1,1,0,0,0,84
090091942023,1002,376,340,272,12,2,0,0,0,0,0,839,18,0,12,21,112,839,18,0,5,3,7,7,0,0,0,0,4,2,0,1,0,0,2,0,2,0,112
090091942024,567,229,172,156,7,0,3,0,0,0,0,462,13,0,13,12,67,462,13,0,1,5,6,3,0,1,0,0,7,1,0,1,0,0,0,0,0,0,67
090091942025,621,274,178,162,6,1,0,0,0,0,0,505,17,0,17,19,63,505,16,0,3,2,13,5,1,1,1,0,2,0,0,7,0,0,0,0,2,0,63
090093411001,1271,592,335,319,24,1,0,0,0,0,0,955,88,4,19,48,157,955,79,4,14,4,12,19,9,0,1,1,2,0,4,1,1,2,0,1,2,0,157
090093411002,1217,559,321,318,18,1,0,0,0,0,0,960,78,5,7,36,131,960,75,5,4,2,3,22,3,0,1,2,0,1,0,2,2,1,0,2,0,0,131
090093411003,1294,597,313,361,20,3,0,0,0,0,0,984,88,3,13,25,181,984,88,3,3,0,7,9,0,0,1,2,0,5,6,0,1,0,0,1,2,1,181
090093411004,898,423,217,241,12,5,0,0,0,0,0,655,49,4,5,46,139,655,40,4,11,1,3,23,9,0,1,7,0,0,2,0,0,1,0,0,0,0,139
090093431011,939,396,255,275,11,2,0,0,0,0,0,709,43,1,40,31,115,709,40,1,12,23,12,6,3,5,0,0,3,0,0,0,2,3,2,3,0,0,115
090093431012,724,324,196,193,10,1,0,0,0,0,0,549,35,5,10,34,91,549,31,5,15,1,4,11,4,1,4,0,2,0,0,0,0,0,0,3,3,0,91
090093431013,1109,469,366,251,21,0,2,0,0,0,0,853,34,5,50,38,129,853,32,5,18,10,26,5,2,4,8,1,1,1,2,1,0,4,0,4,2,0,129
090093431021,1439,622,439,353,22,3,0,0,0,0,0,1103,73,8,45,55,155,1103,70,7,20,14,23,15,3,2,1,4,3,5,4,0,0,2,1,2,1,1,155
090093431022,1455,642,383,402,26,2,0,0,0,0,0,1061,84,5,65,47,193,1061,81,5,17,31,24,18,3,2,7,2,2,0,3,0,1,1,3,0,0,0,193
090093432001,1248,587,312,323,18,4,4,0,0,0,0,892,101,2,38,31,184,892,93,2,10,14,17,8,8,2,1,2,0,4,6,0,0,1,0,2,1,1,184
090093432002,1277,587,400,267,12,10,0,1,0,0,0,907,65,4,70,80,151,907,60,4,20,23,35,41,5,0,4,4,1,5,1,1,3,1,1,0,0,4,151
090093432003,1893,831,559,468,33,2,0,0,0,0,0,1448,79,13,80,60,213,1448,73,13,16,26,44,21,6,2,6,4,2,2,4,4,5,2,1,0,1,0,213
090093433001,1256,570,394,275,15,1,1,0,0,0,0,969,54,5,45,47,136,969,52,5,17,12,24,12,2,5,3,2,4,1,0,0,2,1,5,3,1,0,136
090093433002,1762,849,500,381,26,5,0,1,0,0,0,1396,67,8,55,49,187,1396,63,8,17,26,27,15,4,1,0,2,5,0,1,4,0,0,0,5,0,0,187
090093433003,866,424,212,222,7,1,0,0,0,0,0,619,48,0,24,50,125,619,46,0,21,13,5,5,2,1,4,6,0,0,2,9,1,0,1,1,0,3,125
090093433004,1402,611,444,327,16,2,2,0,0,0,0,1047,62,3,49,48,193,1047,58,3,12,15,26,14,4,0,3,12,1,5,4,1,0,1,0,0,0,1,193
090093434001,855,387,278,174,14,2,0,0,0,0,0,647,32,4,31,39,102,647,29,4,15,13,13,9,3,0,1,0,3,3,0,0,0,0,5,0,1,6,102
090093434002,1575,770,468,314,19,1,3,0,0,0,0,1215,62,3,78,38,179,1215,61,3,13,31,36,12,1,2,4,3,0,4,0,1,0,5,0,1,2,0,179
090093434003,768,325,215,220,7,1,0,0,0,0,0,546,30,0,45,46,101,546,29,0,29,22,16,5,1,0,3,0,3,4,1,0,4,3,1,0,0,0,101
090093434004,1872,849,565,432,22,3,1,0,0,0,0,1399,109,6,70,54,234,1399,102,6,19,24,27,8,7,8,8,5,4,3,5,0,2,3,2,1,2,3,234
090093441001,1474,516,317,615,24,2,0,0,0,0,0,1091,91,4,24,90,174,1091,77,4,31,6,10,14,14,1,2,8,3,0,4,0,5,6,0,8,1,9,174
090093441002,932,344,215,355,17,1,0,0,0,0,0,737,73,1,16,17,88,737,68,0,3,7,7,8,5,1,0,2,0,0,1,0,1,1,1,0,0,0,88
090093441003,1313,483,309,505,12,0,4,0,0,0,0,1022,72,1,24,41,153,1022,61,1,12,5,12,9,11,1,3,8,4,2,1,0,3,0,1,1,2,0,153
090093442001,695,293,159,235,8,0,0,0,0,0,0,475,33,2,49,31,105,475,30,2,22,37,6,4,3,0,5,0,0,0,0,0,0,1,0,3,0,1,105
090093442002,913,332,239,327,15,0,0,0,0,0,0,677,50,1,20,30,135,677,44,1,8,3,11,6,6,0,3,2,0,0,1,3,4,0,2,3,1,0,135
090093442003,640,214,144,274,7,1,0,0,0,0,0,505,19,0,13,11,92,505,16,0,3,2,4,0,3,1,1,0,0,3,3,0,0,0,0,5,0,0,92
090093451001,1085,456,347,262,19,1,0,0,0,0,0,737,156,30,12,37,113,737,143,30,6,7,4,6,13,0,0,2,0,0,3,1,1,3,3,3,6,1,113
090093451002,1053,500,298,235,16,4,0,0,0,0,0,742,128,23,15,26,119,742,120,23,14,6,6,3,8,1,0,4,0,1,2,1,1,0,1,0,0,0,119
090093451003,636,322,194,108,11,1,0,0,0,0,0,405,125,12,9,12,73,405,114,12,4,4,3,1,11,1,0,0,0,0,0,1,1,1,1,2,0,1,73
090093451004,1514,626,479,381,23,4,1,0,0,0,0,1061,191,13,35,38,176,1061,163,13,14,15,8,15,28,6,0,2,0,1,0,1,2,0,0,3,0,0,176
090093452011,421,200,133,83,4,1,0,0,0,0,0,251,83,10,6,9,62,251,75,10,1,5,1,2,8,0,0,2,0,0,0,3,1,0,0,0,0,0,62
090093452012,601,287,166,140,7,0,1,0,0,0,0,420,90,11,6,20,54,420,76,11,5,1,2,1,14,1,2,1,4,0,2,0,0,0,0,0,1,2,54
090093452013,1456,676,486,277,14,2,1,0,0,0,0,925,291,15,13,43,169,925,251,15,9,4,2,16,40,1,2,1,0,0,8,1,1,4,1,1,1,0,169
090093452014,1244,619,340,264,19,1,1,0,0,0,0,827,226,21,12,31,127,827,201,21,10,4,2,10,25,1,0,1,0,2,1,1,1,0,1,3,1,1,127
090093452015,720,339,211,162,6,2,0,0,0,0,0,504,85,10,13,22,86,504,79,10,9,7,3,9,6,0,1,0,0,1,0,3,1,0,0,0,0,0,86
090093452021,1323,622,406,275,16,1,2,1,0,0,0,919,165,30,20,41,148,919,152,30,12,5,8,11,13,4,1,2,2,1,3,7,0,0,0,0,4,0,148
090093452022,734,321,232,171,9,1,0,0,0,0,0,532,70,6,6,37,83,532,64,6,13,2,1,12,6,2,0,1,2,0,3,0,5,0,0,1,0,0,83
090093452023,980,444,297,225,13,0,1,0,0,0,0,657,110,34,19,37,123,657,98,34,22,11,3,7,12,4,0,3,0,0,0,2,2,1,0,0,0,0,123
090093453001,505,251,140,105,7,1,1,0,0,0,0,320,87,5,4,17,72,320,78,5,6,3,0,3,9,1,0,4,1,0,0,1,0,1,0,0,1,0,72
090093453002,791,353,271,153,13,1,0,0,0,0,0,475,164,12,4,17,119,475,141,12,10,1,1,0,23,2,0,4,0,0,1,0,1,0,0,0,1,0,119
090093453003,720,337,208,165,9,1,0,0,0,0,0,474,124,6,6,22,88,474,102,6,6,1,2,12,22,1,0,2,1,2,1,0,0,0,0,0,0,0,88
090093453004,854,384,256,200,10,4,0,0,0,0,0,593,122,9,7,19,104,593,105,9,5,6,1,8,17,0,0,3,0,0,0,1,0,0,0,2,0,0,104
090093453005,984,465,324,184,9,1,1,0,0,0,0,601,230,14,7,25,107,601,199,14,8,0,2,10,31,2,0,2,1,0,0,0,0,3,1,0,0,0,107
090093454001,1241,592,366,264,18,1,0,0,0,0,0,802,212,32,24,38,133,802,177,32,18,10,9,7,35,0,0,1,0,3,0,2,3,0,0,5,2,0,133
090093454002,637,312,202,114,9,0,0,0,0,0,0,446,80,1,5,19,86,446,73,1,3,1,2,4,7,0,2,6,1,0,2,0,0,0,0,3,0,0,86
090093454003,473,225,124,118,5,1,0,0,0,0,0,367,45,4,3,7,47,367,38,4,4,0,1,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,47
090093454004,712,330,212,162,6,2,0,0,0,0,0,487,100,12,6,29,78,487,78,12,8,1,2,14,22,0,2,1,1,0,2,0,1,0,0,1,0,0,78
090093454005,808,358,243,190,15,2,0,0,0,0,0,606,113,1,5,6,77,606,89,1,5,0,3,0,24,1,0,1,0,1,0,0,0,0,0,0,0,0,77
090093454006,900,406,283,198,13,0,0,0,0,0,0,539,185,31,17,34,94,539,160,31,6,7,4,9,25,1,0,5,1,0,3,0,0,1,3,1,1,4,94
090093461011,1794,827,334,588,38,6,1,0,0,0,0,1364,81,6,29,70,244,1364,72,6,13,9,1,33,9,2,2,8,4,11,2,0,0,6,0,0,2,2,244
090093461012,1318,599,261,432,24,1,0,1,0,0,0,992,107,5,15,52,147,992,100,5,2,4,5,19,7,3,2,10,6,1,7,0,0,0,3,5,0,0,147
090093461013,525,241,85,189,10,0,0,0,0,0,0,399,46,1,8,19,52,399,42,1,4,1,2,9,4,1,0,2,2,2,2,0,0,0,0,0,0,0,52
090093461014,1653,726,329,563,32,2,1,0,0,0,0,1265,80,0,30,37,241,1265,80,0,3,10,8,14,0,6,2,12,4,4,1,0,0,1,0,0,2,0,241
090093461021,603,278,127,186,11,0,1,0,0,0,0,430,44,7,16,27,79,430,44,7,6,5,5,9,0,0,0,4,3,3,5,0,0,0,0,0,0,0,79
090093461022,1555,717,271,531,30,3,2,1,0,0,0,1167,96,12,17,50,213,1167,89,12,16,4,8,23,7,2,0,0,3,0,0,2,1,1,0,1,0,2,213
090093461023,968,462,163,323,18,2,0,0,0,0,0,733,52,8,24,32,119,733,45,8,6,5,14,6,7,1,0,7,0,3,3,0,1,0,1,5,0,0,119
090093461024,1524,683,317,500,22,2,0,0,0,0,0,1207,81,3,16,45,172,1207,77,3,9,2,5,21,4,0,0,1,1,8,8,0,1,0,3,0,1,0,172
090093471001,1351,616,276,438,19,2,0,0,0,0,0,1087,72,6,5,38,143,1087,52,6,16,2,0,6,20,0,0,3,2,3,8,0,0,1,0,0,0,2,143
090093471002,1710,713,413,558,22,0,2,2,0,0,0,1277,117,14,13,83,206,1277,101,14,45,4,7,9,16,2,0,8,1,0,6,3,0,4,0,2,3,0,206
090093471003,1384,612,303,440,23,4,1,1,0,0,0,1052,100,11,15,47,159,1052,88,11,18,5,8,11,12,0,0,4,5,1,0,1,4,0,0,3,1,0,159
090093472001,1352,600,246,473,31,2,0,0,0,0,0,1038,100,1,10,47,156,1038,88,1,18,0,1,16,12,0,3,0,1,6,4,3,0,1,0,4,0,0,156
090093472002,1465,675,274,500,14,1,0,0,1,0,0,1125,117,5,11,51,156,1125,89,5,15,6,0,17,28,0,0,0,0,5,4,0,0,6,0,4,4,0,156
090093481111,647,288,159,189,10,1,0,0,0,0,0,517,27,0,4,18,81,517,22,0,4,1,1,4,5,0,1,3,1,1,1,0,0,1,0,1,0,2,81
090093481112,1157,451,291,390,20,4,1,0,0,0,0,949,31,7,17,32,121,949,27,7,4,3,12,7,4,0,2,5,5,0,3,4,1,0,1,2,0,0,121
090093481221,1082,474,251,339,14,4,0,0,0,0,0,856,62,5,18,24,117,856,62,5,4,10,5,3,0,1,1,2,6,1,1,0,0,2,0,3,2,1,117
090093481222,865,369,182,299,11,3,0,0,0,1,0,680,28,5,14,18,120,680,26,5,4,7,6,4,2,1,0,1,0,0,0,2,0,1,1,4,0,1,120
090093481223,1236,513,275,426,19,3,0,0,0,0,0,967,41,4,20,29,175,967,32,4,11,3,8,8,9,1,6,0,2,1,0,2,0,0,3,0,0,0,175
090093481231,1232,586,250,372,21,2,0,1,0,0,0,986,61,1,14,49,121,986,55,1,20,3,8,10,6,1,2,3,3,0,0,0,0,3,4,2,4,0,121
090093481232,1262,489,305,449,17,1,1,0,0,0,0,968,48,4,25,38,179,968,46,4,5,7,8,10,2,3,3,2,8,3,5,4,0,1,1,0,1,0,179
090093481233,1787,748,403,607,27,2,0,0,0,0,0,1382,83,2,44,43,233,1382,75,2,11,21,11,17,8,0,3,3,1,8,3,0,1,0,0,0,7,0,233
090093481241,1248,512,363,349,23,0,1,0,0,0,0,995,49,8,18,22,156,995,44,8,3,4,12,10,5,1,1,1,3,0,1,0,1,1,0,0,1,1,156
090093481242,1113,438,331,325,18,1,0,0,0,0,0,915,33,0,18,21,126,915,32,0,5,1,12,13,1,1,1,0,0,2,0,1,0,0,0,0,0,0,126
090093481251,2147,799,642,680,25,1,0,0,0,0,0,1759,61,5,37,49,236,1759,57,5,10,6,17,13,4,5,5,9,4,4,1,4,2,1,0,0,3,1,236
090093481252,582,183,203,181,15,0,0,0,0,0,0,489,17,1,4,10,61,489,15,1,0,1,0,5,2,0,0,0,1,3,1,0,0,0,0,0,1,1,61
090093481253,1311,472,444,373,22,0,0,0,0,0,0,1026,36,2,38,43,166,1026,35,2,10,9,22,16,1,6,1,8,4,0,2,2,0,0,1,0,0,0,166
090093501011,1053,434,538,63,11,0,2,0,0,5,0,253,633,102,11,4,50,253,631,102,3,2,3,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,50
090093501012,617,212,355,42,6,0,0,0,0,2,0,153,355,67,4,5,33,153,354,67,4,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,33
090093501013,1005,318,614,60,12,0,0,0,0,1,0,253,605,97,4,6,40,253,599,97,3,0,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,40
090093501014,508,150,302,49,6,0,0,0,0,1,0,150,270,50,7,6,25,150,267,50,1,5,0,2,3,0,1,1,0,0,1,0,0,0,1,0,0,0,25
090093502001,358,169,172,16,1,0,0,0,0,0,0,76,172,95,3,3,9,76,172,95,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
090093502002,520,237,248,30,3,1,0,0,0,1,0,91,253,162,3,3,8,91,250,162,1,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8
090093502003,440,190,211,30,8,0,1,0,0,0,0,124,163,128,7,5,13,124,163,128,3,3,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,13
090093502004,493,218,237,34,4,0,0,0,0,0,0,98,213,157,2,4,19,98,213,157,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19
090093503001,609,277,304,18,9,1,0,0,0,0,0,90,263,231,3,3,19,90,261,231,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19
090093503002,384,175,181,24,4,0,0,0,0,0,0,80,171,114,1,1,17,80,170,114,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
090093504001,693,291,350,42,10,0,0,0,0,0,0,115,318,223,5,11,21,115,317,223,7,2,1,0,1,1,1,0,0,0,2,0,1,1,0,0,0,0,21
090093504002,705,332,333,38,1,0,0,0,0,1,0,135,380,152,2,6,30,135,377,152,2,0,0,1,3,1,0,0,1,0,1,0,1,0,0,0,0,0,30
090093505001,534,234,247,45,8,0,0,0,0,0,0,128,322,21,12,11,40,128,309,20,5,8,2,4,13,0,0,0,0,0,0,0,0,0,1,0,1,0,40
090093505002,1001,371,554,65,7,1,0,0,1,2,0,164,694,51,21,18,53,164,691,51,16,18,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,53
090093508001,934,381,486,58,8,0,0,0,0,1,0,269,488,112,4,11,50,269,487,112,5,1,1,5,1,0,0,0,0,2,0,0,0,0,0,1,0,0,50
090093508002,917,411,447,53,3,0,0,0,0,3,0,222,443,200,5,5,42,222,440,200,1,3,2,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,42
090093508003,800,343,311,138,7,1,0,0,0,0,0,357,168,80,4,25,166,357,167,80,9,2,0,7,1,0,0,4,0,0,1,0,0,2,2,0,0,0,166
090093508004,662,293,296,66,7,0,0,0,0,0,0,232,207,108,11,29,75,232,206,107,16,6,4,3,1,0,0,3,2,0,0,0,0,2,0,1,1,1,75
090093509001,733,327,317,79,8,1,0,1,0,0,0,328,223,127,8,12,35,328,222,127,7,4,0,2,1,1,2,2,0,1,0,0,0,1,0,0,0,0,35
090093509002,475,216,190,63,4,1,1,0,0,0,0,183,102,91,9,15,75,183,100,91,2,2,3,4,2,4,0,3,1,0,1,0,0,2,0,0,2,0,75
090093510001,809,314,380,99,14,0,1,0,0,1,0,373,255,120,5,10,46,373,253,120,7,1,0,0,2,2,1,0,0,0,0,0,0,0,2,0,1,0,46
090093510002,746,310,333,84,17,2,0,0,0,0,0,273,296,108,2,19,48,273,292,108,16,2,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,48
090093510003,898,361,455,73,7,1,1,0,0,0,0,269,363,188,5,19,54,269,361,188,14,1,1,2,2,1,0,0,1,0,0,0,0,0,0,2,0,0,54
